;previous_5_turn;question;next_5_turn
799;"
c'est
oui 

hm hm

ah oui


beaucoup plus de deux langues
vous aviez le français vous aviez l- les Italiens qui parlaient italien les Napolitains qui parlaient napolitain les Arabes qui parlaient arabe et dieu sait
si dans les
si dans les dialectes euh si dans la langue arabe il y a des dialectes ça changeait de région en région
comprenez
hein non
moi je pense que là nous on n'avait aucun rôle à jouer on vivait en symbiose

hm hm

même plus

plus de deux langues
";alors c'est ce qui m'arrive et ben à votre deuxième question quels étaient mes contacts avec la population ?;"
hm hm

parce que les parents
venaient plus souvent
voir le maître
qui représentait à leurs yeux une valeur

quand un musulman vous disait
je te donne mon fils

il fallait comprendre
je te rends responsable

de ce que fera mon fils à l'école


hm hm

et là véritablement vous preniez la responsabilité vis-à-vis de lui
il vous faisait une entière confiance

comprenez ?

hm hm
"
800;"
hm hm

parce que les parents
venaient plus souvent
voir le maître
qui représentait à leurs yeux une valeur

quand un musulman vous disait
je te donne mon fils

il fallait comprendre
je te rends responsable

de ce que fera mon fils à l'école


hm hm

tout au moins mon opinion personnelle

mon opinion personnelle parce qu'il ne faut pas oublier que j'étais éducateur

que j'étais éducateur

et ça c'est différent
moi je vivais en contact permanent
alors c'est ce qui m'arrive et ben à votre deuxième question quels étaient mes contacts avec la population ?
mais moi j'étais éducateur
j'était en contact permanent avec les enfants
j'étais en contact permanent avec les parents

c'est
oui 
";comprenez ?;"
hm hm

alors les contacts
on ils étaient permanents
euh les commerçants étaient musulmans
vous aviez des commerçants français mais vous aviez des commerçants musulmans
vous aviez des artisans français mais vous aviez des artisans musulmans
donc vous voyez il y avait une vie
communautaire

hm hm

certes il y avait peut être une différence de niveau entre certains artisans
certains commerçants
musulmans et européens il y avait des différences
mais il faut bien se dire que
ayant
deux races ethniques
hein euh vivant
si vous voulez euh

toujours côte à côte

il y a des il y avait il y a des modes de vie quand même

qui se créaient automatiquement

mais cela n'empêchait pas
cela n'empêchait pas le
l'Européen disons de faire une différence avec le musulman
d'aller chez le commerçant musulman daché- d'aller chez l'artisan musulman d'aller chez le l-
euh chez l'habitant

hm hm
"
801;"
comprenez les contacts étaient
étaient fréquents très très très fréquents

hm hm

certes il y avait peut être une différence de niveau entre certains artisans
certains commerçants
musulmans et européens il y avait des différences
mais il faut bien se dire que
ayant
deux races ethniques
hein euh vivant
si vous voulez euh

toujours côte à côte

il y a des il y avait il y a des modes de vie quand même

qui se créaient automatiquement

mais cela n'empêchait pas
cela n'empêchait pas le
l'Européen disons de faire une différence avec le musulman
d'aller chez le commerçant musulman daché- d'aller chez l'artisan musulman d'aller chez le l-
euh chez l'habitant

hm hm

alors les contacts
on ils étaient permanents
euh les commerçants étaient musulmans
vous aviez des commerçants français mais vous aviez des commerçants musulmans
vous aviez des artisans français mais vous aviez des artisans musulmans
donc vous voyez il y avait une vie
communautaire
";est-ce que tout le monde parlait arabe ?;"
alors ensuite vous me parlez des contacts
sur le plan culturel là c'était sur le plan personnel

parce que
oui

je suis votre questionnaire moi hein

je suis votre 

questionnaire
mais je ne sais plus

euh
"
802;"
hm

alors
dans ma vie professionnelle nous avions des collègues musulmans
il n'y avait aucune différence entre le collègue musulman

et le collègue européen
ils étaient ils étaient instituteurs à part entière s'il faut employer l'expression
avec nous
ils avaient les mêmes droits
ils avaient les mêmes avantages ils participaient à nos discussions
ils avaient le droit de participer à la grève syndicale
hein exactement comme tout instituteur a le droit de participer à une vie syndicale d'une tendance ou d'une autre


hm


y k- y a les contacts dans le s- sur le plan culturel faut pas oublier que
euh l'école étant ouverte
à tous
en Algérie
et je dis bien à tous car je n'ai jamais
au cours de toute ma carrière

je n'ai jamais vu refuser
l'entrée d'une école
à un musulman ça je tiens absolument à l'affirmer

on n'a jamais refusé un petit musulman qui venait se faire inscrire à une école

que

certains moyens manquaient
que des locaux manquaient que des maîtres manquaient
il y a
vingt ans

je ne dis pas non

mais on n'a jamais refusé à un musulman
l'entrée dans une école française

puisque justement dans cette assemblée algérienne
on retrouvait des élites
musulmanes

qui avaient été formées

par
la culture française
des docteurs des avocats des députés

alors là
pardon
";voyez-vous ?;"
hm hm

ah oui je m'excuse j'avais euh m-
j'avais compris que vous aviez terminé

non non
beaucoup

non non
plus

plus vite

non
alors vous m'aviez
"
803;"
euh
vous sentez-vous

question C

demandé la
eh bien

non
alors vous m'aviez

plus vite
";plus près d'un d'un centre culturel ?;"
oui ici à

Orléans ?
alors 

je dis Orléans oui
parce que j'y suis depuis très peu longtemps je me sens plus près d'un centre culturel depuis la création de l'université

hm hm
et la

proximité de Paris
mais il ne faut pas oublier qu'à Alger y avait une université qui était
réputée
et l'université d'Alger était tellement réputée et tellement sévère

que lorsqu'un étudiant échouait au baccalauréat à Alger
il venait le présenter en été à Montpellier il était reçu

"
804;"
oui ici à

plus près d'un d'un centre culturel ?

euh
vous sentez-vous

question C

demandé la
eh bien
";Orléans ?;"
je dis Orléans oui
parce que j'y suis depuis très peu longtemps je me sens plus près d'un centre culturel depuis la création de l'université

hm hm
et la

proximité de Paris
mais il ne faut pas oublier qu'à Alger y avait une université qui était
réputée
et l'université d'Alger était tellement réputée et tellement sévère

que lorsqu'un étudiant échouait au baccalauréat à Alger
il venait le présenter en été à Montpellier il était reçu


hm hm

et l'université d'Alger était très très très très très cotée
très sévère et très cotée
et formait des élites
"
805;"
hm hm

ça aurait été en Algérie j'aurais ils auraient été en faculté à Alger eh ben ils seraient
ils ne seraient revenus que toutes les semaines
hein ou ils ne seraient revenus que que pour les vacances
hein

enfin
on a- on avait quand même des relations culturelles

oui

oui

parce que mes enfants bah je les ai à la maison
ils sont pas loin
ils vont à la faculté ils rentrent le soir

hm hm
";y a-t-il beaucoup de Français qui parlaient l'arabe ?;"
oui

alors là je ferais une différenciation entre la langue
courante
c'est-à-dire la l- langue parlée courante vulgaire arabe
et là je dis qu'il y avait quatre-vingt quatre-vingt dix pour cent
de Français qui parlaient la langue arabe
courante
couramment

maintenant dans l'arabe littéral
alors là non
là il n'y avait peut-être à peine peut-être j'estime j'estime à cinq pour cent à peine qui faisait de l'arabe littéral
ben tout ça c'était les magistrats
et les anciens
et les anciens magistrats
musulmans qui s'appelaient les &khradis
les &khradis qui
euh ressemblaient si vous voulez à aux notaires
qui en faisaient les actes euh notariés
qui enregistraient les mariages
selon la loi musulmane

car jusqu- 
il n'y a jam- on n'a jamais imposé à l- aux musulmans

la loi

pénale française euh l- la loi euh

matrimoniale française on ne l'a jamais imposée
aux musulmans
ils pouvaient se marier selon leurs rites ils pouvaient s- d'ailleurs
y avait une il n'y avait même pas de registre de
officiel dans les mairies
hein pour les musulmans c'était le mariage était enregistré chez le &khradi
et ce n'est que ensuite lorsque cette symbiose est arrivée
où les musulmans se sont faits enregistrer normalement
dans les mairies
comprenez ?
et où on retrouve maintenant tout leur état civil comme le nôtre

hm hm

alors la langue la l'arabe littéraire ça non très peu parlé
hein d'ailleurs même parmi la population arabe
il n'y avait que les chefs religieux
les chefs religieux et les imams
hein
qui
s'exprimaient en arabe littéral
les autres
langue parlée
normale

hm hm
"
806;"
oui

alors vous m'avez posé la question

y a-t-il beaucoup de Français qui parlaient l'arabe ?

hm hm

ça aurait été en Algérie j'aurais ils auraient été en faculté à Alger eh ben ils seraient
ils ne seraient revenus que toutes les semaines
hein ou ils ne seraient revenus que que pour les vacances
hein

enfin
on a- on avait quand même des relations culturelles

oui

oui
";comprenez ?;"
hm hm

alors la langue la l'arabe littéraire ça non très peu parlé
hein d'ailleurs même parmi la population arabe
il n'y avait que les chefs religieux
les chefs religieux et les imams
hein
qui
s'exprimaient en arabe littéral
les autres
langue parlée
normale

hm hm

et dans les dans nos écoles
alors dans nos écoles supérieures

on pouvait faire
on faisait principalement de la langue arabe comme langue vivante


hm 
"
807;"
hm
alors

hm 

et dans les dans nos écoles
alors dans nos écoles supérieures

on pouvait faire
on faisait principalement de la langue arabe comme langue vivante


hm hm

alors la langue la l'arabe littéraire ça non très peu parlé
hein d'ailleurs même parmi la population arabe
il n'y avait que les chefs religieux
les chefs religieux et les imams
hein
qui
s'exprimaient en arabe littéral
les autres
langue parlée
normale
";voyez-vous ?;"
hm hm


car
les musulmans
hein
des montagnes
les musulmans des steppes algériennes
ne parlaient pas

tous le français

alors pour moi ça a été un grand secours
j'ai été élevé et au milieu d'eux
j'ai appris l'arabe 
disons
au cours de ma vie depuis l'âge de quatre ans j'entendais parler arabe j'ai parlé arabe
hein c'est exactement comme si on plaçait un petit français chez vous à l'âge de quatre ans et qu'on le sorte plus d'Angleterre
et qu'on le ramène à l'âge de dix ans
il parlerait anglais couramment


hm hm

hm hm


et alors il faudrait lui faire des cours de français


oui
oui oui
"
808;"
oui
oui oui

et alors il faudrait lui faire des cours de français


hm hm

hm hm


car
les musulmans
hein
des montagnes
les musulmans des steppes algériennes
ne parlaient pas

tous le français

alors pour moi ça a été un grand secours
j'ai été élevé et au milieu d'eux
j'ai appris l'arabe 
disons
au cours de ma vie depuis l'âge de quatre ans j'entendais parler arabe j'ai parlé arabe
hein c'est exactement comme si on plaçait un petit français chez vous à l'âge de quatre ans et qu'on le sorte plus d'Angleterre
et qu'on le ramène à l'âge de dix ans
il parlerait anglais couramment


hm hm

";donc voyez-vous cette question de langues hein ?;"
hm


hein ?
prenez un Anglais mettez-le en France
bon il parlera couramment le français 
en cinq six ans 
ramenez-le en Angleterre 
hein il en saura autant que le professeur 
le euh qu'un professeur de euh du premier cycle

d'ailleurs c'est ce que j'ai observé dans mes é- dans certaines de mes classes

euh avec les Américains à Orléans

ben les j'avais un ménage américain qui avait mis son enfant à l'école
qui était doué
qui a fait d'excellentes études en français

alors j'ai posé la question au papa qui lui ne parlait pas français par l'intermédiaire de l'enfant 
évidemment je ne parlais pas anglais j- ne sachant pas un mot d'anglais

mais il m'a dit je tiens absolument à ce qu'il possède le français 
d'une façon parfaite 
car lorsque nous rentrerons en Amérique

il rentrera dans le cycle d'étude 

du système américain 

mais

il va devenir un spécialiste en français 

il avait raison 
il avait raison 


hm hm

puisqu'il parlait l'américain chez lui

oui 

"
809;"
hm

donc voyez-vous cette question de langues hein ?
c'est assez 
on peut pas dire que c'est ça s- s-
ça s'attache à un individu
ça s'attache au développement d'un être vivant

oui
oui oui

et alors il faudrait lui faire des cours de français


hm hm

hm hm

";hein ?;"
hm hm

puisqu'il parlait l'américain chez lui

oui 


il possédait deux langues automatiquement mais en en en approfondissant une 
parfaitement à l'école primaire c'est-à-dire en connaissant les bases 

et les choses les plus simples quoi

hm
oui oui

"
810;"
anglais

qui a son économie
qui a sa politique intérieure
qui a ses chefs politiques intérieurs et qui

cependant 
reste rattaché

à une métropole 

je pense

je pense que euh
ça aurait pu être

seulement il aurait fallu bien avant les événements bien avant les événements historiques que euh dont vous voulez parler

je crois qu'on aurait pu 


hm hm

je vais vous faire part 
vu que mon expérience parce que quand même euh 
mon expérience 
 est courte 

mais enfin
j'ai eu ouï dire 

que dès vous savez que après la guerre 
de mille neuf cent trente-neuf mille neuf cent quarante-cinq il y a eu un début 
de révolte 
en mille neuf cent quarante-cinq 

dans sur les hauts plateaux algériens

et cette euh euh cette révolte a été tout de suite

euh euh 
arrêtée

ben à cette époque-là

tous 
les grands administrateurs

certains grands administrateurs musulmans 

préconisaient

si vous voulez le système du Dominion

c'est-à-dire

que cette communauté musulmane et européenne 

ne se sépare pas

mais au contraire continue
sur les mêmes bases de vie commune
l'un complétant l'autre

l'un faisant un effort pour élever l'autre 
et l'autre l'aidant

dans les deux sens 

dans les deux sens 


 et rester quand même

sous l'aile

de la France 
donc un peu le principe du Dominion

état franco
selon mon expérience


franco musulman
ben selon mon expérience

est-ce que ça aurait été possible euh de créer un 
";vous croyez que les deux communautés pourraient vivre non seulement en symbiose mais en osmose peut-être ?;"
non 
vraiment


non en symbiose en osmose non

non

non c'est parce que ce sont deux civilisations différentes

hm hm
"
811;"
non non pas spécialement

toujours s- je suppose la la culture française 
euh dominerait de n'importe quelle façon n'importe quelle

y aurait pas eu intégration totale 
y aurait eu toujours cette collaboration étroite cette vie côte à côte 
mais je ne pense pas qu'on serait arrivé à une osmose complète c'est-à-dire à un mélange je ne pense pas
ça je ne pense pas

hm hm

sur le plan religieux

non moi je dis en symbiose mais pas en osmose
";non ?;"
non pas spécialement puisque nous nous on avait admis on a- avait admis dans nos études l'arabe

hm hm

ah oui mais s- mais si vous dites aussi qu'un 

pourcentage 
mais on peut

infime 

oui 
de Français
"
812;"
ils pourraient faire de l'italien aussi s'ils voulaient donc vous voyez ça s- c'est ça s-

oui

puisque on apprend on apprenait bien dans nos dans dans nos écoles supérieures on apprenait bien la langue arabe comme langue vivante
et les Anglais faisaient et les et les pet- et les petits Arabes les petits
 musulmans qui allaient au lycée faisaient bien de l'anglais
s'ils voulaient

oui

que les deux cultures auraient été possibles
";mais en même temps les musulmans faisaient toutes faisaient toutes leurs études en français n'est-ce pas ou est-ce que j'ai tort ?;"
ah tout en en français non

oui

elles faisaient ils faisaient toutes leurs études en

français certes
en français oui

ben justement là c'est peut-être euh c'est peut-être des solutions qui seraient arrivées qui seraient arrivées ensuite
"
813;"
non c'est pas malhabile
parce que

malhabiles

non j'allais dire



perfides non 

euh
perfides
";non seulement disons que c'est plutôt moi hein ? qui ai eu le qui avais mauvais esprit de voir quelque chose de de euh ;"
de perfide là-dedans ?

disons de perfide non pa- comme le mot capital voyez c'est pour ça que j'ai développé le mot capital

ah mais non c'é- c'é- c'était simplement pou- simplement pour savoir si 
hein hein ouais c'est ça c'est ça ouais oui c'est ça

si dans le pays y avait une espèce d'unité si 

si vous regardiez dans Alger ou et si
ah oui oui oui ah oui oui
"
814;"
non mademoiselle c'est pas malhabile pas du tout non non c'est pas malhabile
non seulement disons que c'est plutôt moi hein ? qui ai eu le qui avais mauvais esprit de voir quelque chose de de euh 

non c'est pas malhabile
parce que

malhabiles

non j'allais dire



perfides non 
";de perfide là-dedans ?;"
disons de perfide non pa- comme le mot capital voyez c'est pour ça que j'ai développé le mot capital

ah mais non c'é- c'é- c'était simplement pou- simplement pour savoir si 
hein hein ouais c'est ça c'est ça ouais oui c'est ça

si dans le pays y avait une espèce d'unité si 

si vous regardiez dans Alger ou et si
ah oui oui oui ah oui oui

Paris c'était quelque chose d'étranger
"
815;"
hm hm

oui 
 mais ça c'était le régime Dominion c'est ce que je vous disais 

ou les Australiens

ah non mais les Cana- oui les Canadiens mais c'est pour ça que
eux c'est ou les Eu-

un peu comme par exemple les les Canadiens anglais maintenant
Londres oui c'est une c'est une capitale mais c'est c'est pas une capitale à eux c'est 
";c'est donc c'était la dernière solution hein ?;"
hm hm

est-ce qu'il est est-ce qu'il aurait été possible de faire 
de re- que tout le monde reste en place et qu'on fasse quelque chose sur place un gouvernement une mise en place économique oui


hm hm

dans le genre Dominion

hm hm
"
816;"
mais enfin il vaut mieux que
avant que pas du tout
pour vos examens vous aurez au moins le

le langage de

d'un manager fatigué


vous êtes
et c'est pour ça que

oui on l'a appris et

quinze jours de vacances
oui

et en ce moment je suis justement à la veille de prendre euh
";vous l'envisagez quelle est la différence ?;"
eh bien eh bien ce que j'ai entendu par participation à la chinoise c'est

euh ces sortes de discussions

non directives

que l'on a rencontrées pendant

notamment le mois de mai

dans lesquelles

tous les gens interviennent

un petit peu euh

de façon

spontanée

comme ils pensent

mais avec un une sorte de mélange

général des pensées des idées

et c'est ça que j'appelle une une euh

une conversation ou une participation à la chinoise 
c'est celle que j'ai vécue pendant deux jours à

à la Sorbonne par exemple
oui



alors ça me semble assez déprimant parce que il est

difficile je sais bien que ça f- c'est très à la mode

mais il me semble difficile

de voir clair quand on ne se fiss- pas euh fixe pas des objectifs

alors voilà euh ce cet article était
écrit pour rentrer dans tout un contes- x- x-
un contexte
voyez ça c'est la 

la fatigue
oui



d- sur la participation

et
en somme

ça cela consistait à dire plutôt que d'essayer de discuter à perdre haleine sur ces problèmes en essayant de remettre en cause le monde entier

eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
en se tenant pas à pas à des réalités très pragmatiques

"
817;"
la fatigue
oui



alors ça me semble assez déprimant parce que il est

difficile je sais bien que ça f- c'est très à la mode

mais il me semble difficile

de voir clair quand on ne se fiss- pas euh fixe pas des objectifs

alors voilà euh ce cet article était
écrit pour rentrer dans tout un contes- x- x-
un contexte
voyez ça c'est la 

à la Sorbonne par exemple
oui



eh bien eh bien ce que j'ai entendu par participation à la chinoise c'est

euh ces sortes de discussions

non directives

que l'on a rencontrées pendant

notamment le mois de mai

dans lesquelles

tous les gens interviennent

un petit peu euh

de façon

spontanée

comme ils pensent

mais avec un une sorte de mélange

général des pensées des idées

et c'est ça que j'appelle une une euh

une conversation ou une participation à la chinoise 
c'est celle que j'ai vécue pendant deux jours à

oui enfin c'est euh un détail très utile

que vous vous nous dites

euh

nous avons remarqué euh votre article

qui a paru ce matin au Monde et c'est de cela que nous voudrions que vous parliez un peu d'abord

euh j'ai une question assez précise à vous poser ci s-
si vous permettez

vous avez parlé
d'une participation à la chinoise

et d'une participation 
enfin à la NPERS ou telle que vous euh 
vous l'envisagez quelle est la différence ?

";eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?;"
alors c'est moins une question

de hiérarchie que de but ?


c'est ça

oui

vous ne voyez pas euh la nécessité
quand même
de garder une certaine hiérarchie dans des discussions
euh
sur la participation par exemple ?

attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?

est-ce que par exemple le chef d'entreprise est quand même plus important que
qu'un ouvrier ?
"
818;"
d- sur la participation

et
en somme

ça cela consistait à dire plutôt que d'essayer de discuter à perdre haleine sur ces problèmes en essayant de remettre en cause le monde entier

eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
en se tenant pas à pas à des réalités très pragmatiques


la fatigue
oui



alors ça me semble assez déprimant parce que il est

difficile je sais bien que ça f- c'est très à la mode

mais il me semble difficile

de voir clair quand on ne se fiss- pas euh fixe pas des objectifs

alors voilà euh ce cet article était
écrit pour rentrer dans tout un contes- x- x-
un contexte
voyez ça c'est la 

à la Sorbonne par exemple
oui



eh bien eh bien ce que j'ai entendu par participation à la chinoise c'est

euh ces sortes de discussions

non directives

que l'on a rencontrées pendant

notamment le mois de mai

dans lesquelles

tous les gens interviennent

un petit peu euh

de façon

spontanée

comme ils pensent

mais avec un une sorte de mélange

général des pensées des idées

et c'est ça que j'appelle une une euh

une conversation ou une participation à la chinoise 
c'est celle que j'ai vécue pendant deux jours à
";de hiérarchie que de but ?;"
c'est ça

oui

vous ne voyez pas euh la nécessité
quand même
de garder une certaine hiérarchie dans des discussions
euh
sur la participation par exemple ?

attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?

est-ce que par exemple le chef d'entreprise est quand même plus important que
qu'un ouvrier ?

bah
bien sûr puisque c'est lui qui doit faire la synthèse
"
819;"
c'est ça

alors c'est moins une question

de hiérarchie que de but ?


d- sur la participation

et
en somme

ça cela consistait à dire plutôt que d'essayer de discuter à perdre haleine sur ces problèmes en essayant de remettre en cause le monde entier

eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
en se tenant pas à pas à des réalités très pragmatiques


la fatigue
oui



alors ça me semble assez déprimant parce que il est

difficile je sais bien que ça f- c'est très à la mode

mais il me semble difficile

de voir clair quand on ne se fiss- pas euh fixe pas des objectifs

alors voilà euh ce cet article était
écrit pour rentrer dans tout un contes- x- x-
un contexte
voyez ça c'est la 
";sur la participation par exemple ?;"
attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?

est-ce que par exemple le chef d'entreprise est quand même plus important que
qu'un ouvrier ?

bah
bien sûr puisque c'est lui qui doit faire la synthèse

oui


alors justement je
j'utilise d'habitude une image pour euh
pour euh expliquer

cette nécessité de la participation

euh notamment je dis que
dans les premiers temps de l'ère industrielle euh
la l'entreprise pouvait être symbolisée en quelque sorte par une

euh pyramide reposant sur la pointe c'est qu'il y avait

au sommet

le chef d'entreprise qui en savait davantage qu'à peu près tous les gens dans l'entreprise et dès lors

il était relativement facile de faire marcher l'entreprise et de commander

c'est c'était un peu le schéma euh vertical habituel euh

euh j'en sais davantage que toi 
je t'ordonne de faire ceci pour aller dans le but que je connais mieux que toi
donc tu obéis et 
et y avait une sorte de cascade de hiérarchie verticale et y avait pas de problème

et puis petit à petit euh
avec la complexité des entreprises ont surgi

des hm des éléments qui s'appellent les cadres
c'est-à-dire qu'est-ce que c'est qu'un cadre ? c'est un
un homme qui dans sa spécialité en connaît davantage que le chef d'entreprise

dès lors

c'est singulièrement plus difficile de diriger une entreprise
parce qu'il n'est plus possible au chef d'entreprise de
maîtriser la totalité des techniques mises en oeuvre

dès lors avant il était en quelque sorte l'homme-orchestre

qui faisait tout

et il donnait une série d'impulsions qui faisaient marcher l'entreprise

et maintenant ce doit être un homme chef d'orchestre
c'est-à-dire celui qui crée les conditions favorables pour que chacun
puisse
jouer sa note c'est-à-dire donner son avis
compétent au moment voulu pour que lui

décide
de faire la synthèse

"
820;"
oui

vous ne voyez pas euh la nécessité
quand même
de garder une certaine hiérarchie dans des discussions
euh
sur la participation par exemple ?

c'est ça

alors c'est moins une question

de hiérarchie que de but ?


d- sur la participation

et
en somme

ça cela consistait à dire plutôt que d'essayer de discuter à perdre haleine sur ces problèmes en essayant de remettre en cause le monde entier

eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
en se tenant pas à pas à des réalités très pragmatiques


la fatigue
oui


";attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?;"
est-ce que par exemple le chef d'entreprise est quand même plus important que
qu'un ouvrier ?

bah
bien sûr puisque c'est lui qui doit faire la synthèse

oui


alors justement je
j'utilise d'habitude une image pour euh
pour euh expliquer

cette nécessité de la participation

euh notamment je dis que
dans les premiers temps de l'ère industrielle euh
la l'entreprise pouvait être symbolisée en quelque sorte par une

euh pyramide reposant sur la pointe c'est qu'il y avait

au sommet

le chef d'entreprise qui en savait davantage qu'à peu près tous les gens dans l'entreprise et dès lors

il était relativement facile de faire marcher l'entreprise et de commander

c'est c'était un peu le schéma euh vertical habituel euh

euh j'en sais davantage que toi 
je t'ordonne de faire ceci pour aller dans le but que je connais mieux que toi
donc tu obéis et 
et y avait une sorte de cascade de hiérarchie verticale et y avait pas de problème

et puis petit à petit euh
avec la complexité des entreprises ont surgi

des hm des éléments qui s'appellent les cadres
c'est-à-dire qu'est-ce que c'est qu'un cadre ? c'est un
un homme qui dans sa spécialité en connaît davantage que le chef d'entreprise

dès lors

c'est singulièrement plus difficile de diriger une entreprise
parce qu'il n'est plus possible au chef d'entreprise de
maîtriser la totalité des techniques mises en oeuvre

dès lors avant il était en quelque sorte l'homme-orchestre

qui faisait tout

et il donnait une série d'impulsions qui faisaient marcher l'entreprise

et maintenant ce doit être un homme chef d'orchestre
c'est-à-dire celui qui crée les conditions favorables pour que chacun
puisse
jouer sa note c'est-à-dire donner son avis
compétent au moment voulu pour que lui

décide
de faire la synthèse


ah oui
"
821;"
attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?

oui

vous ne voyez pas euh la nécessité
quand même
de garder une certaine hiérarchie dans des discussions
euh
sur la participation par exemple ?

c'est ça

alors c'est moins une question

de hiérarchie que de but ?


d- sur la participation

et
en somme

ça cela consistait à dire plutôt que d'essayer de discuter à perdre haleine sur ces problèmes en essayant de remettre en cause le monde entier

eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
en se tenant pas à pas à des réalités très pragmatiques

";qu'un ouvrier ?;"
bah
bien sûr puisque c'est lui qui doit faire la synthèse

oui


alors justement je
j'utilise d'habitude une image pour euh
pour euh expliquer

cette nécessité de la participation

euh notamment je dis que
dans les premiers temps de l'ère industrielle euh
la l'entreprise pouvait être symbolisée en quelque sorte par une

euh pyramide reposant sur la pointe c'est qu'il y avait

au sommet

le chef d'entreprise qui en savait davantage qu'à peu près tous les gens dans l'entreprise et dès lors

il était relativement facile de faire marcher l'entreprise et de commander

c'est c'était un peu le schéma euh vertical habituel euh

euh j'en sais davantage que toi 
je t'ordonne de faire ceci pour aller dans le but que je connais mieux que toi
donc tu obéis et 
et y avait une sorte de cascade de hiérarchie verticale et y avait pas de problème

et puis petit à petit euh
avec la complexité des entreprises ont surgi

des hm des éléments qui s'appellent les cadres
c'est-à-dire qu'est-ce que c'est qu'un cadre ? c'est un
un homme qui dans sa spécialité en connaît davantage que le chef d'entreprise

dès lors

c'est singulièrement plus difficile de diriger une entreprise
parce qu'il n'est plus possible au chef d'entreprise de
maîtriser la totalité des techniques mises en oeuvre

dès lors avant il était en quelque sorte l'homme-orchestre

qui faisait tout

et il donnait une série d'impulsions qui faisaient marcher l'entreprise

et maintenant ce doit être un homme chef d'orchestre
c'est-à-dire celui qui crée les conditions favorables pour que chacun
puisse
jouer sa note c'est-à-dire donner son avis
compétent au moment voulu pour que lui

décide
de faire la synthèse


ah oui

et prenne la décision

"
822;"
oui


bah
bien sûr puisque c'est lui qui doit faire la synthèse

est-ce que par exemple le chef d'entreprise est quand même plus important que
qu'un ouvrier ?

attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?

oui

vous ne voyez pas euh la nécessité
quand même
de garder une certaine hiérarchie dans des discussions
euh
sur la participation par exemple ?
";c'est-à-dire qu'est-ce que c'est qu'un cadre ? c'est un;"
ah oui

et prenne la décision


et euh
est-ce que
dans des réunions entre des joueurs d'orchestre euh
joueurs de 

différents instruments
euh c'est-à-dire entre employés de différents niveaux dans une entreprise
est-ce que vous croyez que la discussion est possible et valable ?

une vraie discussion

n'est-ce pas ?
alors je pense que



c'est le problème formation information

pour que l'information c'est un peu un serp- enfin
ça semble un serpent qui se mord la queue si vous voulez

pour que les gens bénéficient d'une information il faut qu'ils aient
un peu de formation

et
euh pour avoir la formation il leur faut beaucoup d'informations 
mais enfin vous voyez ce que je veux dire c'est une une difficulté

pour que les discussions aient lieu d- au sein des entreprises
vous pouvez avoir une discussion avec un chef de rayon par exemple pour des choses qui concernent
sa marchandise

mais c'est vraiment l'échelon le le plus

le plus faible de la de la discussion elle a toujours existé 
ça le chef de rayon décide les marchandises

qu'il qu'il va choisir

pour la vente avec le

directeur des achats et ventes
mais c'est pas une véritable discussion une véritable participation 
pour qu'il y ait une véritable discussion sur des sujets plus généraux
de l'entreprise notamment il faut que

petit à petit les gens aient une vue une sorte de 
reçoivent de la vulgarisation économique

alors ça comment est-ce qu'on peut y parvenir ? c'est une affaire de très longue haleine j'ai
notamment sur le plan financier assisté à des expériences y a très longtemps en Belgique où les
la direction générale faisait des

des séances
de fin d'an- de plusieurs séances

destinées

à apprendre aux gens ce qu'était un bilan
et à pouvoir lire un bilan bien sûr de façon extrêmement simple il s'agissait pas

de

d'en tirer
un certain nombre de

d'opinions financières sur la stabilité la solidité ou l'expansion de l'entre- oui
mais de de manière à mieux comprendre les différents po-
là c'était la direction qui avait pris l'initiative

je suis persuadé que dans un grand magasin notamment il serait nécessaire que

d'abord entre les on associe plus les cadres à la direction à la gestion de l'entreprise
non pas à la gestion de leur secteur

mais qu'on les apprenne et petit à petit à avoir des vues plus générales sur les autres secteurs qui ne les concernent pas directement

autrement dit euh 
même les cadres ont dans la plupart du temps dans une entreprise un travail parcellaire comme un ouvrier dans une chaîne
"
