;previous_5_turn;question;next_5_turn
1249;"
oui



et puis en plus de ça je ne suis pas installé dans la région peut-ètre depuis assez longtemps

et puis tous ces derniers temps je n'avais pas pas le temps euh je n'avais pas la possibilité d'ètre à  Orléans le
le jour de ces réunions de sorte que j'y participe fort peu

oui


je n'en ai guère le temps
euh 
je n'en ai guère le goà»t


il y a une raison pour cela ?
";à  un autre sujet ?;"
oui

et pourtant il doit vous arriver d'avoir un peu de temps libre ?

oui

est-ce que 

vous avez des intérèts particuliers pour ces temps libres ?


bah des intérèts particuliers pour ces temps libres enfin je suis je suis libre je ne travaille pas le mercredi le mercredi matin je vais à 

je vais dans euh à  l'hôpital donc
et l'après-midi bah je vais euh volontiers voir euh des expositions de de peinture
"
1250;"
oui

bon alors si on passait 

à  un autre sujet ?
vous avez dit que vous avez très peu de loisirs

oui



et puis en plus de ça je ne suis pas installé dans la région peut-ètre depuis assez longtemps

et puis tous ces derniers temps je n'avais pas pas le temps euh je n'avais pas la possibilité d'ètre à  Orléans le
le jour de ces réunions de sorte que j'y participe fort peu

oui
";et pourtant il doit vous arriver d'avoir un peu de temps libre ?;"
oui

est-ce que 

vous avez des intérèts particuliers pour ces temps libres ?


bah des intérèts particuliers pour ces temps libres enfin je suis je suis libre je ne travaille pas le mercredi le mercredi matin je vais à 

je vais dans euh à  l'hôpital donc
et l'après-midi bah je vais euh volontiers voir euh des expositions de de peinture

hm hm

euh 

euh des expositions avant des ventes

euh je vais au cinéma

je vais très peu au théà¢tre

j'aime j'aime beaucoup lire je lis souvent le le soir mais
j'ai relativement peu le temps de lire je voudrais lire des

des livres professionnels et y en a toute une pile ici qui traà®ne que je n'ai pas le temps de lire

et j'aime beaucoup les livres d'histoire
parce que ça me ça me relaxe ça n'est pas 

ça ne présente pas un caractère euh

euh disons actuel
et parfois dramatique comme les les romans
qui peuvent rappeler des situations plus ou moins pénibles ou

euh donc ça me les livres d'histoire me détendent

et j'aime les les lire

et puis j'ai- j'adore la musique j'ai une discothèque peut-ètre pas très importante mais enfin

tout de mème et

c'est pour moi un très grand délassement que d'écouter des disques
"
1251;"
oui

et pourtant il doit vous arriver d'avoir un peu de temps libre ?

oui

bon alors si on passait 

à  un autre sujet ?
vous avez dit que vous avez très peu de loisirs

oui

";vous avez des intérèts particuliers pour ces temps libres ?;"

bah des intérèts particuliers pour ces temps libres enfin je suis je suis libre je ne travaille pas le mercredi le mercredi matin je vais à 

je vais dans euh à  l'hôpital donc
et l'après-midi bah je vais euh volontiers voir euh des expositions de de peinture

hm hm

euh 

euh des expositions avant des ventes

euh je vais au cinéma

je vais très peu au théà¢tre

j'aime j'aime beaucoup lire je lis souvent le le soir mais
j'ai relativement peu le temps de lire je voudrais lire des

des livres professionnels et y en a toute une pile ici qui traà®ne que je n'ai pas le temps de lire

et j'aime beaucoup les livres d'histoire
parce que ça me ça me relaxe ça n'est pas 

ça ne présente pas un caractère euh

euh disons actuel
et parfois dramatique comme les les romans
qui peuvent rappeler des situations plus ou moins pénibles ou

euh donc ça me les livres d'histoire me détendent

et j'aime les les lire

et puis j'ai- j'adore la musique j'ai une discothèque peut-ètre pas très importante mais enfin

tout de mème et

c'est pour moi un très grand délassement que d'écouter des disques



est-ce que je peux vous demander euh comment vous avez passé dimanche dernier ?

on est vendredi c'est déjà  un peu loin
"
1252;"


euh 

euh des expositions avant des ventes

euh je vais au cinéma

je vais très peu au théà¢tre

j'aime j'aime beaucoup lire je lis souvent le le soir mais
j'ai relativement peu le temps de lire je voudrais lire des

des livres professionnels et y en a toute une pile ici qui traà®ne que je n'ai pas le temps de lire

et j'aime beaucoup les livres d'histoire
parce que ça me ça me relaxe ça n'est pas 

ça ne présente pas un caractère euh

euh disons actuel
et parfois dramatique comme les les romans
qui peuvent rappeler des situations plus ou moins pénibles ou

euh donc ça me les livres d'histoire me détendent

et j'aime les les lire

et puis j'ai- j'adore la musique j'ai une discothèque peut-ètre pas très importante mais enfin

tout de mème et

c'est pour moi un très grand délassement que d'écouter des disques

hm hm


bah des intérèts particuliers pour ces temps libres enfin je suis je suis libre je ne travaille pas le mercredi le mercredi matin je vais à 

je vais dans euh à  l'hôpital donc
et l'après-midi bah je vais euh volontiers voir euh des expositions de de peinture

est-ce que 

vous avez des intérèts particuliers pour ces temps libres ?
";est-ce que je peux vous demander euh comment vous avez passé dimanche dernier ?;"
oui

eh dimanche dernier nous sommes allés 
 à  nous sommes allés à  Chartres
nous sommes allés à  Chartres euh

euh parce que j'ai été conduire mes enfants qui prenaient le 
le car pour aller aux sports d'hiver ils y vont avec une association de de loisirs de Chartres
alors j'ai été les conduire à  à  Chartres et

j'en ai profité pour aller voir des des amis qui sont euh Chartrains

et euh

cet am- cet ami est photographe nous avons discuté photos et euh

j'ai passé une après-midi avec eux

ces gens qui sont des gens très

très affables qui

euh 
reçoivent avec euh
le le coeur sur la main et

hm hm

chez qui on peut tomber à  n'importe quel moment

qui ont des qu- des qualités d'accueil exceptionnelles


et est-ce que vous avez des projets pour les vacances d'été ?


ah pour les vacances d'été je vais aller euh
je vais aller comme tous les ans au Guilvinec
qui est un petit port euh breton

oà¹ y a beaucoup plus de d'autochtones
que de touristes

c'est-à -dire que sur la ville qui a qui fait trois mille cinq cents habitants
y a peut-ètre au mois d'aoà»t mille touristes ce qui fait que on est quand mème euh

euh dans une ville qui a une unité

qui est qui est qui est une ville bretonne un petit port breton

et c'est pas c'est pas cette immense transhumance si vous voulez
euh que l'on trouve dans des dans des plages à  la mode et moi je m'y trouve fort bien

euh 

je vais sur la plage un peu
mes enfants y sont eux tout le temps

et je je fais de la pèche en mer avec des professionnels

et je joue au tennis
"
1253;"
chez qui on peut tomber à  n'importe quel moment

qui ont des qu- des qualités d'accueil exceptionnelles


hm hm

oui

eh dimanche dernier nous sommes allés 
 à  nous sommes allés à  Chartres
nous sommes allés à  Chartres euh

euh parce que j'ai été conduire mes enfants qui prenaient le 
le car pour aller aux sports d'hiver ils y vont avec une association de de loisirs de Chartres
alors j'ai été les conduire à  à  Chartres et

j'en ai profité pour aller voir des des amis qui sont euh Chartrains

et euh

cet am- cet ami est photographe nous avons discuté photos et euh

j'ai passé une après-midi avec eux

ces gens qui sont des gens très

très affables qui

euh 
reçoivent avec euh
le le coeur sur la main et

est-ce que je peux vous demander euh comment vous avez passé dimanche dernier ?

on est vendredi c'est déjà  un peu loin


";et est-ce que vous avez des projets pour les vacances d'été ?;"

ah pour les vacances d'été je vais aller euh
je vais aller comme tous les ans au Guilvinec
qui est un petit port euh breton

oà¹ y a beaucoup plus de d'autochtones
que de touristes

c'est-à -dire que sur la ville qui a qui fait trois mille cinq cents habitants
y a peut-ètre au mois d'aoà»t mille touristes ce qui fait que on est quand mème euh

euh dans une ville qui a une unité

qui est qui est qui est une ville bretonne un petit port breton

et c'est pas c'est pas cette immense transhumance si vous voulez
euh que l'on trouve dans des dans des plages à  la mode et moi je m'y trouve fort bien

euh 

je vais sur la plage un peu
mes enfants y sont eux tout le temps

et je je fais de la pèche en mer avec des professionnels

et je joue au tennis

hm hm

c'est euh relaxe

ça dure un mois


enfin je promets on va enlever le nom de la ville


pour que
pour qu-
"
1254;"
 euhm 


si vous voulez oui




ça ne soit pas envahi 


pour que
pour qu-

enfin je promets on va enlever le nom de la ville

";vous vous allez pas ètre publiés cette histoire non ?;"

enfin ça dépend
euh


vous avez une voiture évidemment ?

oui

euh


quel modèle qu'est-ce que vous avez comme voiture ?
"
1255;"

enfin ça dépend
euh


vous vous allez pas ètre publiés cette histoire non ?

 euhm 


si vous voulez oui




ça ne soit pas envahi 

";vous avez une voiture évidemment ?;"
oui

euh


quel modèle qu'est-ce que vous avez comme voiture ?

j'ai une Peugeot quatre cent quatre à  injection


euh
"
1256;"
euh


oui

vous avez une voiture évidemment ?


enfin ça dépend
euh


vous vous allez pas ètre publiés cette histoire non ?
";quel modèle qu'est-ce que vous avez comme voiture ?;"
j'ai une Peugeot quatre cent quatre à  injection


euh

et une autre deux-chevaux que j'ai depuis trois jours

ah bon ?

oui

"
1257;"
et une autre deux-chevaux que j'ai depuis trois jours

euh

j'ai une Peugeot quatre cent quatre à  injection


quel modèle qu'est-ce que vous avez comme voiture ?

euh

";ah bon ?;"
oui


pourquoi est-ce que vous avez choisi ces modèles ?


pourquoi j'ai acheté une quatre cent quatre à  injection ?

par exemple oui

parce que c'est une voiture qui est très rapide
"
1258;"
oui


ah bon ?

et une autre deux-chevaux que j'ai depuis trois jours

euh

j'ai une Peugeot quatre cent quatre à  injection

";pourquoi est-ce que vous avez choisi ces modèles ?;"

pourquoi j'ai acheté une quatre cent quatre à  injection ?

par exemple oui

parce que c'est une voiture qui est très rapide

oui

et c'est une voiture qui est

qui est brillante
qui est euh 

très confortable

et puis j'ai eu une première voiture qui était une quatre cent quatre que j'avais achetée par raison

et j'ai j'ai eu un accident qui aurait pu ètre un accident grave
"
1259;"
pourquoi est-ce que vous avez choisi ces modèles ?

oui


ah bon ?

et une autre deux-chevaux que j'ai depuis trois jours

euh
";pourquoi j'ai acheté une quatre cent quatre à  injection ?;"
par exemple oui

parce que c'est une voiture qui est très rapide

oui

et c'est une voiture qui est

qui est brillante
qui est euh 

très confortable

et puis j'ai eu une première voiture qui était une quatre cent quatre que j'avais achetée par raison

et j'ai j'ai eu un accident qui aurait pu ètre un accident grave

hm hm
"
1260;"
euh
oui

et enfin vous avez parlé tout à  l'heure de vos enfants



oui
hm

ah justement le côté pratique
";est-ce qu'ils sont à  l'école ?;"

ben j'ai

i- ou c'est

j'ai quatre enfants

oui


l'aà®né a 

neuf ans bientôt dix

la seconde va avoir huit ans au mois de juillet elle a donc sept ans
le troisième
va avoir six ans au mois de juin

et le dernier a

quinze mois

"
1261;"

l'aà®né a 

neuf ans bientôt dix

la seconde va avoir huit ans au mois de juillet elle a donc sept ans
le troisième
va avoir six ans au mois de juin

et le dernier a

quinze mois


oui

j'ai quatre enfants

i- ou c'est


ben j'ai
";ce sont des garçons ou des filles ?;"
alors il y a l'aà®-

l'aà®né s'appelle Michel

et c'est un garçon parce que c'est un prénom qui peut ètre

ambigu



vous comprenez ?

faut euh

faut revoir la critique
le la
"
1262;"
ambigu



alors il y a l'aà®-

l'aà®né s'appelle Michel

et c'est un garçon parce que c'est un prénom qui peut ètre

ce sont des garçons ou des filles ?


l'aà®né a 

neuf ans bientôt dix

la seconde va avoir huit ans au mois de juillet elle a donc sept ans
le troisième
va avoir six ans au mois de juin

et le dernier a

quinze mois


oui
";vous comprenez ?;"
faut euh

faut revoir la critique
le la


le la deuxième c'est Sophie la troisième le troisième c'est Etienne

et le dernier c'est Cyril


alors en alternation


comment ?
"
1263;"
alors en alternation


le la deuxième c'est Sophie la troisième le troisième c'est Etienne

et le dernier c'est Cyril


faut revoir la critique
le la

faut euh

vous comprenez ?
";comment ?;"
euh Cyril

Cyril c'est un nom de c'est garçon ça

ah c'est un garçon ?

c'est garçon oui

garçon


encore une fois

on sait jamais

"
1264;"
Cyril c'est un nom de c'est garçon ça

euh Cyril


comment ?

alors en alternation


le la deuxième c'est Sophie la troisième le troisième c'est Etienne

et le dernier c'est Cyril

";ah c'est un garçon ?;"
c'est garçon oui

garçon


encore une fois

on sait jamais


ah non non ça je crois que Cyril ne peut pas s'employer d'une 

pour une fille


ah bon

ah non non non

c'est un prénom c'est un prénom euh slave

"
1265;"
qui s'appelle

oh je regrette monsieur justement j'ai une amie grecque



qui est 

je crois exclusivement masculin


oui

ah non non non

c'est un prénom c'est un prénom euh slave

";Cyrille ?;"
son prénom oui


ah je alors là  vous m'apprenez quelque chose j'ignorais absolument ça que

que ça se donnait aussi aux filles en

en dans enfin dans ces dans ces pays-là  parce que c'est un prénom de la religion orthodoxe Cyril

oui

et euh j'ignorais que ça se donnait aux filles


enfin dans un cas au moins
"
1266;"
oui

et enfin vous devez évidemment avoir des

des opinions sur l'éducation sur l'enseignement de vos enfants

oui oui


c'est pour ça que j'ai hésité

hum hum

mais enfin ça s'est donné

";à  votre avis il y a une matière ou une chose qu'il faudrait avant tout apprendre à  l'enfant à  l'école ?;"

bah je crois que je crois qu'en à  l'é- à  l'école primaire

à  l'école primaire le l'enseignement du l'enseignement du du français

euh l'enseignement de l'histoire et de la géographie dans ce qu'elle a de plus traditionnel

euh est une chose qui est excellente

et
finalement quand je vois comment mes enfants l'apprennent je trouve que ça n'est pas si mauvais

hein à  condition que enfin on les apprenne à  lire par également par les méthodes traditionnelles parce que quand on voit le

euh
l'apprentissage par la méthode globale je suis assez bien placé pour le voir parce que je fais lire des gosses pour savoir s'ils y voient clair

c'est souvent un désastre

et je trouve que l'enseignement primaire français et mème le le vieux Certificat d'Etudes

est 
était une chose très bonne

maintenant pour l'enseignement secondaire c'est une autre affaire

oui


mais mes enfants n'y sont pas encore alors

parlons de choses actuelles


bon je reviendrai dans 



"
1267;"
oui

et enfin vous devez évidemment avoir des

des opinions sur l'éducation sur l'enseignement de vos enfants

oui oui


c'est pour ça que j'ai hésité

hum hum

mais enfin ça s'est donné

";est-ce que vous voyez des priorités là -dedans ?;"

bah je crois que je crois qu'en à  l'é- à  l'école primaire

à  l'école primaire le l'enseignement du l'enseignement du du français

euh l'enseignement de l'histoire et de la géographie dans ce qu'elle a de plus traditionnel

euh est une chose qui est excellente

et
finalement quand je vois comment mes enfants l'apprennent je trouve que ça n'est pas si mauvais

hein à  condition que enfin on les apprenne à  lire par également par les méthodes traditionnelles parce que quand on voit le

euh
l'apprentissage par la méthode globale je suis assez bien placé pour le voir parce que je fais lire des gosses pour savoir s'ils y voient clair

c'est souvent un désastre

et je trouve que l'enseignement primaire français et mème le le vieux Certificat d'Etudes

est 
était une chose très bonne

maintenant pour l'enseignement secondaire c'est une autre affaire

oui


mais mes enfants n'y sont pas encore alors

parlons de choses actuelles


bon je reviendrai dans 



"
1268;"
peut-ètre


cinq ans poser la mème question sur le secondaire




bon je reviendrai dans 


mais mes enfants n'y sont pas encore alors

parlons de choses actuelles

";ou dans le mauvais sens ?;"
bah d'évolution de l- de l'éducation le l'enseignement primaire moi j'en vois pas tellement

ah bon

j'en vois pas tellement j'ai l'impression que c'est c'est l'enseignement euh vraiment euh 

qui est l'enseignement de 

de tout temps qui existait il y a vingt ans en tout cas

euh il y a une chose

c'est que
les instituteurs se sont se sont un peu se sont un peu modifiés par qu'ils parce qu'ils ne se recrutent plus
dans les mèmes classes de la de la société
et que l'on voit par exemple en France beaucoup de de jeunes bacheliers qui ne sachant pas trop quoi faire

euh 

ou bien n'ayant pas les possibilités intellectuelles ou matérielles

euh d'aller beaucoup plus loin
euh sont instituteurs alors ils ne sont pas animés de la mème foi enseignante

que les les vieux enseignants que moi j'ai connus et qui avaient vraiment un

un dynamisme euh extraordinaire

mais euh mes enfants ont eu de la chance presque tous de tomber sur des des vieux instituteurs

et finalement je trouve qu'il n'y a pas tellement de changements

dans ce qu'ils dans la façon dont ils apprennent
il y a toutefois une vous parliez de matières qui devraient ètre enseignées

il y a toutefois un un aspect qui à  mon sens est un peu scandaleux
dans l'enseignement primaire français c'est l'absence totale de sport

alors vraiment tout à  fait totale

et euh 

mon gamin l'aà®né

allait faire du football

en bas de la rue des Charretiers

sur l'initiative personnelle de son son instituteur

eh bien il est obligé d'amener le ball- son ballon

parce qu'il y avait pas de ballon à  l'école primaire pour euh jouer au football

alors je lui dis une fois non c'est parce que tu veux montrer ton ballon à  tes petits copains tu comprends il y a bien à  l'école un ballon

ah il m'a dit papa je te jure vraiment avec les accents de la sincérité il y a pas de ballon il faut que quelqu'un amène le ballon sinon on pourra pas jouer

ça c'est un aspect qui est complètement né- complètement négligé il y a absolument pas de

de sport dans les écoles primaires





est-ce que ça existe côté secondaire ?

ah dans le secondaire oui dans le secondaire oui
"
1269;"
j'en vois pas tellement j'ai l'impression que c'est c'est l'enseignement euh vraiment euh 

qui est l'enseignement de 

de tout temps qui existait il y a vingt ans en tout cas

euh il y a une chose

c'est que
les instituteurs se sont se sont un peu se sont un peu modifiés par qu'ils parce qu'ils ne se recrutent plus
dans les mèmes classes de la de la société
et que l'on voit par exemple en France beaucoup de de jeunes bacheliers qui ne sachant pas trop quoi faire

euh 

ou bien n'ayant pas les possibilités intellectuelles ou matérielles

euh d'aller beaucoup plus loin
euh sont instituteurs alors ils ne sont pas animés de la mème foi enseignante

que les les vieux enseignants que moi j'ai connus et qui avaient vraiment un

un dynamisme euh extraordinaire

mais euh mes enfants ont eu de la chance presque tous de tomber sur des des vieux instituteurs

et finalement je trouve qu'il n'y a pas tellement de changements

dans ce qu'ils dans la façon dont ils apprennent
il y a toutefois une vous parliez de matières qui devraient ètre enseignées

il y a toutefois un un aspect qui à  mon sens est un peu scandaleux
dans l'enseignement primaire français c'est l'absence totale de sport

alors vraiment tout à  fait totale

et euh 

mon gamin l'aà®né

allait faire du football

en bas de la rue des Charretiers

sur l'initiative personnelle de son son instituteur

eh bien il est obligé d'amener le ball- son ballon

parce qu'il y avait pas de ballon à  l'école primaire pour euh jouer au football

alors je lui dis une fois non c'est parce que tu veux montrer ton ballon à  tes petits copains tu comprends il y a bien à  l'école un ballon

ah il m'a dit papa je te jure vraiment avec les accents de la sincérité il y a pas de ballon il faut que quelqu'un amène le ballon sinon on pourra pas jouer

ça c'est un aspect qui est complètement né- complètement négligé il y a absolument pas de

de sport dans les écoles primaires





ah bon

bah d'évolution de l- de l'éducation le l'enseignement primaire moi j'en vois pas tellement

enfin il y a

évidemment une évolution
du côté primaire est-ce que vous trouvez que d'une façon générale

c'est dans le bon sens
ou dans le mauvais sens ?

peut-ètre

";est-ce que ça existe côté secondaire ?;"
ah dans le secondaire oui dans le secondaire oui

ah

oui dans le secondaire oui il y a il y a du sport je crois qu'il n'y en a peut-ètre pas assez
peut-ètre pas assez
mais dans le primaire il n'y en a pratiquement pas du tout

et je crois que c'est une chose regrettable



et euh 

le latin ?
"
1270;"


oui dans le secondaire oui il y a il y a du sport je crois qu'il n'y en a peut-ètre pas assez
peut-ètre pas assez
mais dans le primaire il n'y en a pratiquement pas du tout

et je crois que c'est une chose regrettable

ah

ah dans le secondaire oui dans le secondaire oui

est-ce que ça existe côté secondaire ?
";le latin ?;"

moi personnellement je crois que le le latin euh 

ça présente un intérèt de gymnastique intellectuelle

et qu'en ce sens-là  c'est très valable

mais je crois que l'enseignement de de langues vivantes

structurées

et je vais peut-ètre vous faire de la peine en vous disant que l'anglais n'est pas une langue structurée

vous avez tout à  fait raison


euh 

sur le plan
si

technique c'est désastreux
"
1271;"
oui

il y en a un qui réussit l'autre qui ne réussit pas

oui

enfin toujours euh
sur ces questions scolaires

on constate assez souvent dans une mème classe s'il y a peut-ètre deux en- deux enfants d'une intelligence égale


effectivement

";à  votre avis il y a des facteurs en jeu qui sont plus importants que d'autres ?;"
ah bah je crois que de toute façon l'intelligence est

euh 
c'est pas Churchill qui disait que l'intelligence court les rues et que le caractère est moins commun ?
il me semble bien que c'est Churchill

mais je je partage parfaitement cette opinion je crois que l'intelligence

est une euh une caractéristique relativement peu importante de l'individu

elle est nécessaire mais elle est très très loin d'ètre suffisante
je crois que le le caractère le dynamisme personnel

sont infiniment plus importants

sont infiniment plus importants
 dans la réussite scolaire d'une part et mème dans réussite professionnelle

il y a des gens qui en veulent il y a en a d'autres qui n'en veulent pas


ah oui il s'agit surtout de traits 
de traits personnels de traits innés ?


je pense pas que ce soit inné enfin

s- il y a eu sà»rement une partie innée

et puis il y a une partie euh qui tient euh

bah à  la structure familiale dans laquelle le gosse se trouve

qui fait qu'il a envie de qu'il a envie de travailler ou

euh qu'il n'a pas envie de travailler pour rester dans les jupons de sa mère ou qu'est-ce que je sais enfin ça c'est des problèmes qui me dépassent et que

mon épouse vous expliquerait sà»rement mieux que moi


est-ce que vous avez une opinion sur l'à¢ge euh l'à¢ge

l'à¢ge de fin d'études ?


ben personnellement j'ai si vous voulez je suis peut-ètre un petit peu idéaliste mais enfin je je crois que l'on doit essayer de tirer
euh de tout individu le le maximum

et essayer de le promouvoir

au maximum

euh je crois que pour les les individus qui ne bénéficient pas de moyens intellectuels énormes

prolonger la scolarité jusqu'à  seize ou dix-huit ans est une erreur

en ce sens que

l'individu qui n'a pas une des possibilités réflexives très importantes

il vaut beaucoup mieux qu'il acqu-

qu'il acquière

des des réflexes des automatismes professionnels de bonne heure
parce que il est beaucoup plus facile de les o- de les acquérir lorsque l'on est jeune lorsque l'on est très jeune
que lorsqu'on est plus à¢gé

alors je crois que

il faudrait que ce soit moins systématique

par contre euh pour ceux

qui ont une euh

une intelligence suffisante le la prolongation de la scolarité jusqu'à  dix-huit ans me paraà®t une une chose excellente

parce que elle permet de 

de rendre l'individu plus conscient de tous les problèmes pas seulement de ses problèmes professionnels mais de problèmes sociaux de problèmes politiques

et lui permettent

d'ètre euh
d'avantage lui-mème quoi

maintenant il y a également sà»rement dans cette histoire de la prolongation de la scolarité
un facteur qui est un facteur économique en ce sens qu'en prolongeant la scolarité

on évite le chômage des jeunes

et c'est peut-ètre quelque chose qui est intervenu
dans cette 

dans cette réglementation

"
1272;"

est-ce que 

à  votre avis il y a des facteurs en jeu qui sont plus importants que d'autres ?

oui

il y en a un qui réussit l'autre qui ne réussit pas

oui

enfin toujours euh
sur ces questions scolaires

on constate assez souvent dans une mème classe s'il y a peut-ètre deux en- deux enfants d'une intelligence égale
";c'est pas Churchill qui disait que l'intelligence court les rues et que le caractère est moins commun ?;"
ah oui il s'agit surtout de traits 
de traits personnels de traits innés ?


je pense pas que ce soit inné enfin

s- il y a eu sà»rement une partie innée

et puis il y a une partie euh qui tient euh

bah à  la structure familiale dans laquelle le gosse se trouve

qui fait qu'il a envie de qu'il a envie de travailler ou

euh qu'il n'a pas envie de travailler pour rester dans les jupons de sa mère ou qu'est-ce que je sais enfin ça c'est des problèmes qui me dépassent et que

mon épouse vous expliquerait sà»rement mieux que moi


est-ce que vous avez une opinion sur l'à¢ge euh l'à¢ge

l'à¢ge de fin d'études ?


ben personnellement j'ai si vous voulez je suis peut-ètre un petit peu idéaliste mais enfin je je crois que l'on doit essayer de tirer
euh de tout individu le le maximum

et essayer de le promouvoir

au maximum

euh je crois que pour les les individus qui ne bénéficient pas de moyens intellectuels énormes

prolonger la scolarité jusqu'à  seize ou dix-huit ans est une erreur

en ce sens que

l'individu qui n'a pas une des possibilités réflexives très importantes

il vaut beaucoup mieux qu'il acqu-

qu'il acquière

des des réflexes des automatismes professionnels de bonne heure
parce que il est beaucoup plus facile de les o- de les acquérir lorsque l'on est jeune lorsque l'on est très jeune
que lorsqu'on est plus à¢gé

alors je crois que

il faudrait que ce soit moins systématique

par contre euh pour ceux

qui ont une euh

une intelligence suffisante le la prolongation de la scolarité jusqu'à  dix-huit ans me paraà®t une une chose excellente

parce que elle permet de 

de rendre l'individu plus conscient de tous les problèmes pas seulement de ses problèmes professionnels mais de problèmes sociaux de problèmes politiques

et lui permettent

d'ètre euh
d'avantage lui-mème quoi

maintenant il y a également sà»rement dans cette histoire de la prolongation de la scolarité
un facteur qui est un facteur économique en ce sens qu'en prolongeant la scolarité

on évite le chômage des jeunes

et c'est peut-ètre quelque chose qui est intervenu
dans cette 

dans cette réglementation


est-ce que vous changez 
 ?
"
1273;"
ah bah je crois que de toute façon l'intelligence est

euh 
c'est pas Churchill qui disait que l'intelligence court les rues et que le caractère est moins commun ?
il me semble bien que c'est Churchill

mais je je partage parfaitement cette opinion je crois que l'intelligence

est une euh une caractéristique relativement peu importante de l'individu

elle est nécessaire mais elle est très très loin d'ètre suffisante
je crois que le le caractère le dynamisme personnel

sont infiniment plus importants

sont infiniment plus importants
 dans la réussite scolaire d'une part et mème dans réussite professionnelle

il y a des gens qui en veulent il y a en a d'autres qui n'en veulent pas



est-ce que 

à  votre avis il y a des facteurs en jeu qui sont plus importants que d'autres ?

oui

il y en a un qui réussit l'autre qui ne réussit pas

oui
";de traits personnels de traits innés ?;"

je pense pas que ce soit inné enfin

s- il y a eu sà»rement une partie innée

et puis il y a une partie euh qui tient euh

bah à  la structure familiale dans laquelle le gosse se trouve

qui fait qu'il a envie de qu'il a envie de travailler ou

euh qu'il n'a pas envie de travailler pour rester dans les jupons de sa mère ou qu'est-ce que je sais enfin ça c'est des problèmes qui me dépassent et que

mon épouse vous expliquerait sà»rement mieux que moi


est-ce que vous avez une opinion sur l'à¢ge euh l'à¢ge

l'à¢ge de fin d'études ?


ben personnellement j'ai si vous voulez je suis peut-ètre un petit peu idéaliste mais enfin je je crois que l'on doit essayer de tirer
euh de tout individu le le maximum

et essayer de le promouvoir

au maximum

euh je crois que pour les les individus qui ne bénéficient pas de moyens intellectuels énormes

prolonger la scolarité jusqu'à  seize ou dix-huit ans est une erreur

en ce sens que

l'individu qui n'a pas une des possibilités réflexives très importantes

il vaut beaucoup mieux qu'il acqu-

qu'il acquière

des des réflexes des automatismes professionnels de bonne heure
parce que il est beaucoup plus facile de les o- de les acquérir lorsque l'on est jeune lorsque l'on est très jeune
que lorsqu'on est plus à¢gé

alors je crois que

il faudrait que ce soit moins systématique

par contre euh pour ceux

qui ont une euh

une intelligence suffisante le la prolongation de la scolarité jusqu'à  dix-huit ans me paraà®t une une chose excellente

parce que elle permet de 

de rendre l'individu plus conscient de tous les problèmes pas seulement de ses problèmes professionnels mais de problèmes sociaux de problèmes politiques

et lui permettent

d'ètre euh
d'avantage lui-mème quoi

maintenant il y a également sà»rement dans cette histoire de la prolongation de la scolarité
un facteur qui est un facteur économique en ce sens qu'en prolongeant la scolarité

on évite le chômage des jeunes

et c'est peut-ètre quelque chose qui est intervenu
dans cette 

dans cette réglementation


est-ce que vous changez 
 ?

hm hm
"
