;previous_sentence;question
507;"
bah cette concentration si vous voulez euh faut reconnaître que en France euh l'industrie comme le commerce euh était très dispersée
ah y avait des tas de euh de petites affaires ou de moy- ou de affaires de moyenne importance mais il n'y avait vraiment pas énormément
pas beaucoup tout au moins des
d'affaires euh à l'échelle européenne
puisque on parle de l'Europe évidemment il faU D Rait peut-être que les affaires françaises puissent être à l'échelle européenne
pour pouvoir au moins
discuter à à à égalité

euh d'un autre côté y a les pressions de l'Etat qui s'exercent pour faire toute cette concentration
pour justement arriver à créer des affaires à l'échelle européenne

mais enfin 


je ne pense pas que cette politique-là amènera à la disparition complète euh de
des des petites et moyennes entreprises des fameux PME de dont on parle tant en France en ce moment
je crois que et d'ailleurs j'en suis même certain
qu'on a une compétitivité
aussi bonne que la grosse entreprise
il est certain que ça dépend des branches
on pourrait pas imaginer un artisan euh qui fabriquerait des voi- des automobiles
ça il est certain que c'est impensable
mais dans des branches comme la nôtre
où on possède euh 
 les mêmes appareils de fabrication qu'une grosse entreprise on a les mêmes rendements
on a des services commerciaux 
 beaucoup moins lourds
on a des prix très compétitifs

mais ça c'est évidemment ça dépend des des branches
le problème est tout à fait différent des commerçants ou des artisans on est c'est
nous on a euh dans euh dans l'industrie c'est c'est quand même déjà différent nous c'est pas le
dans le commerce il est certain qu'actuellement y a des remue-ménages et puis des des situations qui sont difficiles

et qui dans certains cas d'ailleurs euh
ce le mouvement est accéléré peut-être même par l'Etat hein c'est

";est-ce que vous seriez tenté de vous associer avec une autre entreprise si nécessaire ?
508;"
vous est-ce vous est-ce que vous vous
rencontrez

pour des besoins de
enfin de de groupements
devant tel ou tel problème ou pour discuter 
";de problèmes ?
509;"
oui
";assez pleine de contacts sociaux ou de d'activités ?
510;"
mais enfin 
 moi personnellement j'ai pas d'activité sur le plan social euh à Orléans non
";et sur le plan politique ?
511;"
non
";vous vous intéressez à la politique ?
512;"
d'un parti politique
c'est d'ailleurs euh
une minorité à Orle- euh en France ceux qui s'occu- qui vraiment sont inscrits à un parti politique hein

les gens votent pour telle ou telle étiquette
ont des partis qui ont leur préférence mais enfin euh de là à s'inscrire à un parti c'est autre chose
";la politique ?
513;"
tout au moins le politicien
voyez
";est-ce qu'il y a un parti politique qui représente vos opinions ?
514;"
y a très longtemps que je suis gaulliste et je le suis toujours
";le parti ou est-ce que les buts du parti les objectifs du parti ont changé depuis le départ du Général ?
515;"
qu'on peut déf-
bah
";définir ?
516;"
hm
";le gaullisme à droite ou à gauche ?
517;"
euh pour beaucoup de gens ça représente la droite

moi euh j'estime que ça ne représente pas vraiment la droite parce que c'est un courant qui est assez diversifié et y a des gens de gauche qui sont euh chez les gaullistes

c'est un courant assez large

comment le définir exactement euh
vous savez De Gaulle avait rallié autour de lui des gens de droite comme des gens de gauche

et cette euh réunion autour du gaullisme jusqu'ici

euh autour de l'U N R euh subsite toujours
des fois avec des grincements mais enfin dans tout parti y a des grincements dans tout parti y a une aile droite une aile gauche
et actuellement ça subsiste toujours

est-ce que ça subsistera longtemps euh je ne sais pas mais enfin pour le moment
l- la l'audience de l'U- de l'U D R euh en France euh n'a pas l'air de diminuer si on en croit le résultat des des cantonales l'autres fois où s-
somme tout ils ont maintenu largement leur euh leur pourcentage
";est-ce que vous regrettez le départ de du Général ?
518;"
c'est des gens qui se sont trouvés
à un moment donné dans l'histoire de leur pays qui fait que ils jouissent d'une audience particulière voyez
et même euh dans le monde ils jouissaient et je crois

et au point de vue international il a- il avait donné un certain éclat

qui me déplaisait pas tellement
alors que parfois il avait des actions qui évidemment étaient un peu un peu irritantes euh

";qu'est-ce qu'est-ce qui faisait le le coeur de s- de sa politique ?
519;"
hm
";euh existent ?
520;"
avec des machines allemandes
";parce qu'elles sont pratiques peut-être non ?
521;"
ils sont très forts mais enfin euh

faut pas en avoir peur



bien
";eh bien je voudrais vous demander en premier monsieur depuis quand vous êtes à Orléans ?
522;"
eh bien nous nous sommes installés euh
à Orléans fin mille neuf cent soixante et un c'est-à-dire en fait depuis l'année mille neuf cent soixante-deux

";oui et qu'est-ce qui vous a fait venir ici ?
523;"
c'est une entreprise euh donc qui existait ailleurs au-
";auparavant ?
524;"
elle avait juste un noyau de clientèle qui euh qui venait d'une société que nous avons rachetée quand nous sommes venus nous installer ici
";et est-ce que Orléans vous semble satisfaisante maintenant comme emplacement ?
525;"
en ce qui nous concerne
";attention ?
526;"
c'est la raison pour laquelle nous avons quand même choisi une proximité de de de Paris
";vous produisez donc des relais électroniques ?
527;"
ah nous sommes
";produits ?
528;"

pour des questions de prix de revient puisque euh

dans un relais qui est une pièce qui est vendue bon marché il y a un grand nombre de petits composants

mécaniques qui demandent une certaine précision

et euh la sous-traitance

présenterait pour nous l'inconvénient

de faire appel à un très grand nombre de fournisseurs

et pour une fabrication de série évidemment de risquer d'avoir
euh

des retards de livraisons des uns ou des autres
et par là d'arrêter toute la production si nous n'étions pas livrés à temps

";et est-ce que vous produisez sur euh comment est-ce qu'on dit ? sur catalogue ou est-ce ou sur commande euh
529;"
sur
";des ?
530;"

mais euh

en principe nous ne faisons pas absolument du sur mesure nous nous essayons

euh toujours d'avoir nos modèles à nous c'est-à-dire nous en fait nous ne sommes pas ce qu'on appelle le sous-traitant

qui exécute sur les plans d'un des clients nous fabriquons nos propres modèles
quelquefois en les adaptant

et quelquefois à la demande d'un client mais en en gardant la propriété pour nous c'est-à-dire en nous réservant de pouvoir le vendre à d'autres

dans la mesure où il n'est pas protégé par des brevets ou par des des des modèles

euh qui intéresse particulièrement le client en question
";d'où viennent vos matières premières ?
531;"

d'où viennent vos matières premières ?
";savoir si elles viennent si elles sont d'importation ou si elles sont de la région ?
532;"

 je dois dire que pour nous c'est un problème

relativement mineur étant donné que nous fabriquons un matériel très petit

et que par conséquent le prix du transport joue très peu
il joue très peu à l'achat des matières premières et il joue très peu à l'expédition pour nos clients puisqu'en fait

nous vendons des pièces qui dépassent rarement cent grammes

et dont le

même même certaines nous avons des des certains modèles de relais qui pèsent moins d'un gramme

et ce qui amène leur prix euh leur prix au kilo à un chiffre énorme puisque ce sont des appareils qui valent a- environ vingt-cinq à trente francs pièce

c'est-à-dire que on a à peu près euh
la la valeur de trente millions anciens au kilo de pièces expédiées

c'est-à-dire que le prix du transport joue très peu en fait
";et vos débouchés vous dites se trouvent partout dans le monde ?
533;"
depuis


";huit ans ?
534;"
l'année en 
nous avons une progression moyenne de

disons de l'ordre de vingt-cinq pourcents par an

à peu près l'année dernière entre soixante euh huit et soixante-neuf de quarante virgule deux pourcents

soixante-dix sera

sans doute un peu inférieur volontairement du reste

m'enfin elle sera de l'ordre de trente pourcents environ c'est ce que nous expé-

nous espérons

"; entreprise ?
535;"
une grande entreprise euh
non parce que je pense que dans notre métier

qui est qui est une spécialité c'est-à-dire que euh voyez-vous une a- une affaire comme la nôtre ne pouvait

sur le plan des des débouchés

que se situer dans un créneau
où il y a relativement peu de 
concurrence il y en a mais enfin où il y a en relativement peu et c'est-à-dire que le nombre de concurrents est restreint

certains sont extrêmement puissants nous avons par exemple euh Siemens qui est un

on peut on peut même plus appelé ça un concurrent qui est également un que nous trouvons si vous voulez devant nous

mais

nous avons justement essayé de nous placer dans un créneau en fabriquant ce que

les grosses entreprises ne veulent pas fabriquer

ou en

essayant de trouver un marché
pour des séries qui n'intéressent pas les très grandes entreprises
donc nous en- nous n'envisageons pas de devenir une très importante affaire
nous pensons continuer encore de nous développer sur cette base-là euh pendant un pendant un certain temps
espérant qu'une stabilisation interviendra euh
qui nous permette de travailler dans des meilleures conditions avec la meilleure rentabilité possible
";ou petite ?
536;"
et non
oui
";pas petite ?
537;"
que ce soit une entreprise moyenne ça n'est plus non plus une petite entreprise c'est

c'est entre les deux c'est la la la petite entreprise moyenne si l'on veut
";ah oui ?
538;"
que ce soit une entreprise moyenne ça n'est plus non plus une petite entreprise c'est

c'est entre les deux c'est la la la petite entreprise moyenne si l'on veut
";combien d'employés est-ce qu'il faudrait pour devenir une entreprise moyenne ou pour rester petite ?
539;"
deux combien
";est-ce que vous avez ?
540;"

euh enfin nous étions six quand nous avons emménagé ici
";et surtout du personnel très qualifié ?
541;"
donc euh personnel très qualifié au contrôle et à la et à la
à l'élaboration si on peut dire aussi bien des outillages que des que des études

et euh spécialisé au niveau de la fabrication
";et avec quel certificat est-ce que vous les prenez les ces ouvrières que vous formez ?
542;"

et ce test permet de déceler euh en
un premier test en très peu de temps euh si elles si cela mérite qu'elles passent un essai ou pas

et un essai de huit jours permet de savoir si elles sont assez habiles ou
et si elles ont un rendement convenable ou pas
de toute façon à partir du moment où on les embauche comme elles n'ont jamais fait ce métier il faut que nous comptions

suivant les postes un délai ent- euh compris entre euh

euh trois semaines et et trois mois pour qu'elles deviennent euh 

habiles et et et rentables enfin qu'elles a- qu'elles assurent un travail rentable

";quelle est la proportion d'hommes et de femmes ?
543;"
quelle est la proportion d'hommes et de femmes ?

";que vous employez ?
544;"
environ quatre-vingt pourcents de femmes et vingt pourcents d'hommes y a environ euh cinquante et cinquante et quelques femmes et le reste d'hommes

";et le personnel le plus expert c'est masculin plutôt ?
545;"
le personnel le plus expert est masculin oui bien sûr au niveau euh contrôle et au niveau euh outillage ce sont des spécialistes eux qui sont diplômés alors qui ont

il y a un ingénieur il y a un agent technique diplômé

il y a euh des outilleurs qui ont leur euh
qui sont des spécialistes du petit outillage du petit outil à découper ou du moule de matière plastique

";de trouver ici à Orléans ?
546;"
hm

ah oui
comment est-ce que les salaires sont fixés est-ce que il y a des conventions collectives
";ou que ?
547;"
et puis il y a euh
les salaires sont fixés par catégorie et par spécialisation

euh une prime étant attribuée euh

proportionnellement

pour certains postes proportionnellement au rendement

de façon à encourager les meilleurs éléments

";est-ce qu'il y a un syndicat de la maison je crois que certaines ?
548;"
nous ne pouvons pas toujours le faire nous ne pouvons pas toujours donner satisfaction quand on peut le faire on est content de la faire parce que dans le fond c'est normal

";est-ce que la mensualisation vous affecte déjà ?
549;"
alors

";est-ce que ?
550;"
je crois que ça n'est pas vrai dans le commerce parce qu'y a un y a un malentendu à la base

";vous a réussi ?
551;"

évidemment sauf en hiver quand y a du verglas sur la route mais enfin ça n'est pas tous les jours le climat n'est quand même pas tellement dur
";en gros je suppose politique ?
552;"
je mets en marche le magnétophone pour voir

euh

si tout fonctionne bien mais je marque déjà qu'il n'y a 
 presque euh
oui ça marche 
 mon microphone et moi est-ce que euh
";vous voulez que je parle ?
553;"
oui
";bon de votre interview vous ne vous servirez qu'en Angleterre ?
554;"
bien parce que je suis fonctionnaire et tenu par suite à une certaine réserve dans mes déclarations

";cité scolaire qu'est-ce que cela veut dire cité scolaire ?
555;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";allo ?
556;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";allo ?
557;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";allo ?
558;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";allo ?
559;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";allo ?
560;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";oui madame ?
561;"
ah oui on

commence quand c'est prêt oui alors euh bien la première question monsieur c'est euh
le nom
cité scolaire qu'est-ce que cela veut dire cité scolaire ?
";oui ?
562;"
et l'établissement sera à ce moment-là

euh revenu à sa vocation primitive c'est-à-dire lycée et CET annexé
comme la CET va s'appeler bientôt collège de second cycle en fait c'est un ensemble scolaire de second cycle

que l'on a

quant au terme de cité scolaire ma foi c'est un de ces termes à la mode

qui tend d'ailleurs actuellement à passer de mode

parce que il date d'une époque cinq ou six ans 
où l'on avait cru commode et utile euh d'installer d'énormes ensembles scolaires

les deux plus remarquables étant la cité scolaire d'Amiens et la cité scolaire de Tours
qui ont quatre mille et quatre mille trois cents élèves

ici la cité scolaire est faite pour trois mille trois cents élèves

comme elle débute tout juste euh nous en avons dix-huit cent cinquante

";à une autre ?
563;"
hm hm
si vous êtes allée là-bas



";entre les différentes classes ?
564;"
hm hm
ah oui

mais avant euh la le BEP ou le CAP
euh il n'y a pas de transition

entre les différentes classes ?

";vous parlez toujours du collège d'enseignement technique ?
565;"
c'est le problème de la sélection personnellement je suis absolument pour la sélection

d'ailleurs de toute façon

euh qu'on le veuille ou non il y a sélection un jour
si ce n'est pas sélection à l'entrée dans les facultés ben c'est sélection par l'existence
";euh un examen sélectif ?
566;"
sans aucun doute
";il existe pourquoi en créer un autre ?
567;"
selon l'ordre de selon la catégorie de pensée à laquelle vous vous rattachez

";est-ce qu'il ne faudrait pas avoir à côté un certificat de fin d'études ?
568;"
il existe

";existe ?
569;"
niveaux possibles
";d'admission ?
570;"
pour les Français seul compte le baccalauréat

cet examen

euh on est frappé on le délivre aux élèves mais si on le leur envoie pas ils ne viennent pas le réclamer

ça ne les intéresse pas

ce qu'ils veulent c'est le baccalauréat

même si le baccalauréat n'a aucune valeur

ou si comme en dix-neuf cent soixante-huit on le donne à quatre-vingt-dix pour cent des élèves
ça ça n'a aucune importance
ce qu'ils veulent c'est le nom

un diplôme

";ah oui ?
571;"
alors ça recouvrira

l'ensemble
";et qui est-ce qui a décidé de la construction de ce cette cité c'est la ville ?
572;"
non
la construction d'un établissement scolaire quel qu'il soit celui-là comme un autre
est une décision qui est prise par un organisme qu'on appelle le service de la carte scolaire nationale
au ministère de l'Education nationale

y a une proposition de l'inspecteur d'académie du département qui signale qu'un besoin existe

et qui ensuite euh fait aboutir cette proposition devant la commission académique de la carte scolaire du rectorat

puis le rectorat transmet au ministère avec avis favorable
et le ministère euh approuve ou n'approuve pas
s'il approuve et si on a l'argent deux conditions indispensables on se lance dans la construction
";d'où ?
573;"
du ministère
";hm hm totalement ou est-ce que la ville ?
574;"
mais pour une toute petite partie
hm hm
";même pour l'achat du terrain ?
575;"
que vous a-

est-ce que je peux
";vous demander de fermer la porte s'il vous plaît ?
576;"


pardon
";jusqu'où ?
577;"
jusqu'où ?
";hm jusqu'où s'étend votre liberté et votre initiative ?
578;"
hm jusqu'où s'étend votre liberté et votre initiative ?
";dans quel domaine ?
579;"
hm jusqu'où s'étend votre liberté et votre initiative ?
";pour ce qui est de la construction ?
580;"
hm hm

";euh je n'ai pas l'habitude de lui demander où avez-vous eu votre licence ?
581;"
hm hm
";à ce moment-là je lui demanderais où avez-vous eu votre licence de lettres ?
582;"
de même que dans une autre option j'estime euh
il s'agit de l'option de secrétaire médico-sociale j'estime qu'on a beaucoup trop d'élèves dans l'établissement
alors au lieu de prendre trois classes comme y avait y a deux ans ou deux classes comme y avait l'an dernier je n'en prendrai qu'une

là y a une certaine liberté
";et pour les nombre des élèves dans chaque classe ?
583;"
et pour les nombre des élèves dans chaque classe ?
";est-ce que c'est vous qui décidez cela ou ?
584;"
ah non
";non ?
585;"
ah non
";pourquoi ?
586;"
oui
et on vous donnerait automatiquement le nombre de professeurs qu'il vous faut
";pour ces doubles classes ?
587;"
hm hm

oui

et pour le recrutement des professeurs euh en général

est-ce que c'est vous personnellement qui
";recrutez ?
588;"
l'adversaire si l'on peut dire ce sont les parents d'élèves

car les professeurs ont chan- ont tendance à beaucoup changer de livres

et les parents d'élèves eux souhaitent qu'on ne change pas de livres pour des raisons financières

";hm hm parce qu'ils achètent ?
589;"
euh si le prof- si le professeur euh voulait

faire un enseignement audiovisuel

est-ce qu'ils auraient

est-ce qu'il aurait tous les droits de le faire
";par rapport à l'équipement oui ?
590;"
hm

je retourne en arrière un petit peu mais hm

en ce qui concerne le le choix des langues vivantes est-ce que dans un un établissement le directeur choisit

les langues vivantes qu'il va enseigner
";ici ?
591;"
c'est la carte scolaire académique qui décide
hm hm
";ah oui ?
592;"
vaste
hm oui


";est-ce que je pourrais vous poser quelques questions maintenant sur votre rôle ?
593;"
euh vous-même
oui
de proviseur
oui oui
";en quoi consiste surtout votre travail ?
594;"
ces choses-là se prévoient longtemps à l'avance

";et avec les parents vous avez quelques contacts ?
595;"
et avec les parents vous avez quelques contacts ?

";que voulez-vous que j'y fasse ?
596;"
dans les lycées quand même c'est moins fréquent

";vous avez un conseil d'administration ?
597;"
vous avez un conseil d'administration ?
";ici ?
598;"
je n'y crois pas du tout

je n'y crois pas du tout
pour parler de quelque chose il faut quand même euh savoir un peu de quoi on parle

c'est ce qui est oublié dans l'existence de cette institution

car euh

";tout votre travail ?
599;"
euh pourrais-je vous demander

qu'est-ce qui compte le plus pour vous 

dans tout ce que vous faites

tout votre travail ?

";dans mon travail ?
600;"
euh pourrais-je vous demander

qu'est-ce qui compte le plus pour vous 

dans tout ce que vous faites

tout votre travail ?

";ou dans ses résultats ?
601;"
euh pourrais-je vous demander

qu'est-ce qui compte le plus pour vous 

dans tout ce que vous faites

tout votre travail ?

";vous parlez de moi ?
602;"
dans mon travail ?

ou dans ses résultats ?

vous parlez de moi ?
";ou du proviseur ?
603;"
de votre oui
";de mon travail ?
604;"
et résultats aux examens

";les examens sont très importants donc pour vous ?
605;"
ces examens sont une arme

";quelles sont les ?
606;"
ce n'est pas la seule

pardon
";quelles sont les matières donc les plus importantes ?
607;"
c'est une erreur de considérer a priori qu'il y a des matières nobles
et des matières non nobles

";où est-ce que vous vous placez dans cette controverse sur le latin ?
608;"
où est-ce que vous vous placez dans cette controverse sur le latin ?

";sur le latin ?
609;"
oui

n'est-ce pas que la controverse

";existe toujours ?
610;"
hm

";quelle solution ? peut-être des classes de meilleurs élèves regroupant des meilleurs élèves peut-être
611;"

";euh l'origine de votre famille est-ce que vous êtes orléanais ?
612;"
oui
oui
";vous avez toujours vécu ici à ?
613;"
hm

";fait vos études non ?
614;"
vous avez dû être dans
donc
";en tant que professeur et en tant que prêtre ou est-ce que vous ne distinguez pas ?
615;"
si je je distingue
c'est-à-dire
je considère que ma vocation est surtout d'être prêtre

mais

à Orléans il y a des prêtres dans plusieurs collèges
et j'avoue que j'ai pris goût à ce métier de professeur
en l'exerçant je le connaissais pas d'avance
je pense que si je n'avais pas été prêtre je serais
peut-être rentré dans l'enseignement je n'y avais pas tellement pensé avant mais
je l'ai fait et ça m'a beaucoup intéressé oui

";est-ce qu'il y a une tradition dans votre famille ?
616;"
non
oui


";ah et et vous avez tout l'enseignement que vous avez fait c'est ici donc à à Orléans ?
617;"
parce que on on étudie encore un peu le grec à Orléans

euh en France aussi mais il reste très très peu de
d'élèves du secondaire qui fassent du grec

toutefois il y avait une tradition d'enseignement classique dans l'école et
il en reste encore quelques-uns

";établissement ?
618;"
hm hm

et l'école est restée enfin les deux écoles les deux collèges 
";oui ?
619;"
oui ?
";euh sont restés les mêmes à partir de cette date ? je ne veux pas dire qu'il n'y a pas eu de changement mais que
620;"
d'aujourd'hui donc
oui
";euh est-ce que vous pourriez me dire combien d'élèves il y a en tout ?
621;"
qui est parallèle à à l'enseignement secondaire
avec des des nuances au niveau des classes qui ne se correspondent pas toujours en particulier dans le
les la partie de l'enseignement technique qui s'appelle centre d'apprentissage

";a existé ?
622;"
combien de professeurs
ça


";en tout ?
623;"
oui

";et sur les cent cinquante combien de prêtres ?
624;"
il y a douze prêtres
";douze ?
625;"
mais les les douze ne sont pas professeurs

";à professeurs ?
626;"
hm
oui


";diminue ?
627;"
donc euh
c'est


";quel est quel est s- le rôle spécifique de l'enseignement euh catholique maintenant ?
628;"
euh

il enfin il faut tout de suite dire qu'il est il n'est pas lié à la présence des prêtres

euh l'enseignement catholique
au fond
a les mêmes structures que l'enseignement d'Etat

prépare aux mêmes examens
est contrôlé

par l'enseignement d'Etat

euh enfin c'est-à-dire que les les programmes suivis sont les mêmes que dans un lycée

que les titres demandés aux professeurs
sont contrôlés aussi par l'Education nationale sont pas tout à fait les mêmes que dans les lycées 
mais il y a une exigence de de compétences qui est la même

par conséquent au niveau de de l'enseignement ça
de l'enseignement distribué ça ressemble énormément à ce qu'est l'enseignement d'Etat

ce que l'on recherche peut-être c'est une question de climat
de l'école

qui serait lié

premièrement à ce qu'on appelle
le le souci de réaliser une communauté éducative
c'est-à-dire que

les éducateurs ce sont pas simplement des professeurs ou des prêtres 
ou des gens qui surveillent
mais tout le monde essaie de travailler ensemble

les prêtres

les professeurs les parents et les élèves
ce n'est pas

ce n'est pas spécifique à l'enseignement catholique si l'on veut mais depuis

plusieurs années
et avant les événements du mois de mai ou avant même que l'expression
communauté éducative euh
soit utilisée par euh beaucoup plus de de gens
l'expression était lancée et on essayait de le vivre
en mettant
le plus possible les parents au courant de ce qui se fait dans l'école 
en les en les consultant en
faisant qu'ils soient présents
à des à des conseils de professeurs ou présents à des conseils de discipline

euh en invitant un certain nombre d'entre eux à participer à l'enseignement religieux et cetera

donc la première chose c'est un un certain climat éducatif

dont on voudrait qu'il soit assumé par tous par tous ceux qui
sont intéressés par l'éducation et en particulier collaboration entre l'école et les parents

puis on nuance ça en disant il faut aussi que les élèves collaborent là aussi c'est pas c'est pas particulier
mais il faudrait pas qu'il y ait un front commun des éducateurs parents et et écoles contre les garçons c'est évident

alors ça c'est une une première caractéristique
il y en a une deuxième

qui est très fortement ressentie par les garçons

euh c'est de tâcher à tout prix de pas être trop administratif
mais d'avoir le souci de chaque personne et de chaque cas personnel

quand on est dans une école de deux mille c'est pas commode
euh ni les professeurs d'ici ni les professeurs de lycée ne trouvent ça très facile
euh toutefois c'est quand on en a le souci qu'on réussit à à y parvenir
euh que chaque garçon sente qu'il est pas un numéro mais qu'il est connu
qu'il peut rencontrer ses professeurs en dehors des heures de classe
ou qu'il peut rencontrer les gens qui sont responsables dans l'école en dehors des heures de classe qu'il peut aller discuter avec eux
que ses parents peuvent le voir en essayant d'être aussi disponibles que possible
évidemment les les agendas sont sont chargés les emplois du temps ont des ont des limites
mais on essaie de mettre l'accent sur cet aspect personnel de l'enseignement 



d'ailleurs c'est 



souvent un point de 



de f- 



j'allais dire de jalousie non mais entre les enseignants qui sont dans l'enseignement public 
et puis leurs collègues qui sont dans l'enseignement catholique

euh c'est de constater que souvent dans l'enseignement catholique les classes sont peu nombreuses

c'est-à-dire qu'on a des classes de vingt-cinq à trente là où 
trop fréquemment dans l'enseignement public il y a des classes de quarante
et le contact 
d'un professeur avec un élève est beaucoup plus facile dans une classe de vingt-cinq trente que dans une classe de quarante

euh nous sommes euh

soumis à un certain nombre d'impératifs d'effectifs on peut pas faire des classes comme l'on veut
si l'on veut gar- bénéficier de de l'aide que l'Etat apporte à l'école évidemment
mais c'est un c'est un fait
nous avons des classes généralement moins nombreuses que les classes correspondantes des lycées
et cela
c'est certain que les professeurs et les élèves l'apprécient énormément
";comment est-ce que vous pouvez faire cela donc euh avoir des classes moins nombreuses ?
629;"
euh

il enfin il faut tout de suite dire qu'il est il n'est pas lié à la présence des prêtres

euh l'enseignement catholique
au fond
a les mêmes structures que l'enseignement d'Etat

prépare aux mêmes examens
est contrôlé

par l'enseignement d'Etat

euh enfin c'est-à-dire que les les programmes suivis sont les mêmes que dans un lycée

que les titres demandés aux professeurs
sont contrôlés aussi par l'Education nationale sont pas tout à fait les mêmes que dans les lycées 
mais il y a une exigence de de compétences qui est la même

par conséquent au niveau de de l'enseignement ça
de l'enseignement distribué ça ressemble énormément à ce qu'est l'enseignement d'Etat

ce que l'on recherche peut-être c'est une question de climat
de l'école

qui serait lié

premièrement à ce qu'on appelle
le le souci de réaliser une communauté éducative
c'est-à-dire que

les éducateurs ce sont pas simplement des professeurs ou des prêtres 
ou des gens qui surveillent
mais tout le monde essaie de travailler ensemble

les prêtres

les professeurs les parents et les élèves
ce n'est pas

ce n'est pas spécifique à l'enseignement catholique si l'on veut mais depuis

plusieurs années
et avant les événements du mois de mai ou avant même que l'expression
communauté éducative euh
soit utilisée par euh beaucoup plus de de gens
l'expression était lancée et on essayait de le vivre
en mettant
le plus possible les parents au courant de ce qui se fait dans l'école 
en les en les consultant en
faisant qu'ils soient présents
à des à des conseils de professeurs ou présents à des conseils de discipline

euh en invitant un certain nombre d'entre eux à participer à l'enseignement religieux et cetera

donc la première chose c'est un un certain climat éducatif

dont on voudrait qu'il soit assumé par tous par tous ceux qui
sont intéressés par l'éducation et en particulier collaboration entre l'école et les parents

puis on nuance ça en disant il faut aussi que les élèves collaborent là aussi c'est pas c'est pas particulier
mais il faudrait pas qu'il y ait un front commun des éducateurs parents et et écoles contre les garçons c'est évident

alors ça c'est une une première caractéristique
il y en a une deuxième

qui est très fortement ressentie par les garçons

euh c'est de tâcher à tout prix de pas être trop administratif
mais d'avoir le souci de chaque personne et de chaque cas personnel

quand on est dans une école de deux mille c'est pas commode
euh ni les professeurs d'ici ni les professeurs de lycée ne trouvent ça très facile
euh toutefois c'est quand on en a le souci qu'on réussit à à y parvenir
euh que chaque garçon sente qu'il est pas un numéro mais qu'il est connu
qu'il peut rencontrer ses professeurs en dehors des heures de classe
ou qu'il peut rencontrer les gens qui sont responsables dans l'école en dehors des heures de classe qu'il peut aller discuter avec eux
que ses parents peuvent le voir en essayant d'être aussi disponibles que possible
évidemment les les agendas sont sont chargés les emplois du temps ont des ont des limites
mais on essaie de mettre l'accent sur cet aspect personnel de l'enseignement 



d'ailleurs c'est 



souvent un point de 



de f- 



j'allais dire de jalousie non mais entre les enseignants qui sont dans l'enseignement public 
et puis leurs collègues qui sont dans l'enseignement catholique

euh c'est de constater que souvent dans l'enseignement catholique les classes sont peu nombreuses

c'est-à-dire qu'on a des classes de vingt-cinq à trente là où 
trop fréquemment dans l'enseignement public il y a des classes de quarante
et le contact 
d'un professeur avec un élève est beaucoup plus facile dans une classe de vingt-cinq trente que dans une classe de quarante

euh nous sommes euh

soumis à un certain nombre d'impératifs d'effectifs on peut pas faire des classes comme l'on veut
si l'on veut gar- bénéficier de de l'aide que l'Etat apporte à l'école évidemment
mais c'est un c'est un fait
nous avons des classes généralement moins nombreuses que les classes correspondantes des lycées
et cela
c'est certain que les professeurs et les élèves l'apprécient énormément
";c'est l'aide financière de l'Etat ?
630;"
hm

comment est-ce que vous pouvez faire cela donc euh avoir des classes moins nombreuses ?

c'est l'aide financière de l'Etat ?
";permet cela ou ?
631;"
c'est certain

";est-ce que les parents ou les élèves euh paient pour entrer ici ?
632;"
oui
";et ne reçoivent pas de rembousrem- remboursement de l'Etat ?
