;previous_sentence;question
880;"
un seul volume
";et où gardez-vous ce dictionnaire ?
881;"
attend excusez moi si

ah

";et vous l'avez depuis quand madame ?
882;"
oh c'est tout récent c'est je pense l'édition de soixante-neuf je l'ai acheté euh en décembre soixante-huit

euh bon c'est une édition toute récente
c'était la curiosité

";est-ce que vous avez acheté hum à un magasin ou un repré- représentant ?
883;"
non euh par la coopérative de l'administration
";et qui s'en sert le plus souvent ?
884;"
oh c'est moi

";et combien de fois par semaine ?
885;"
en ce moment peu
mais

des semaines où j'apporte beaucoup de 

je n'ai pas beaucoup de travail
c'est vous dire où j'ai peu plus de temps de libre euh disons au moins trois fois la semaine
";et quand l'avez-vous regardé pour la dernière fois ?
886;"
il y a déjà

un certain temps avec mon déménagement j'ai pas eu le temps

";et quel genre de choses euh y cherchez-vous le plus souvent ?
887;"
bon

";et possédez-vous un livre sur euh l'art de parler ou l'art d'écrire ?
888;"
non

";ce qu'on peut appeler une guide de savoir-vivre ?
889;"
non

";faites-vous des mots-croisés ?
890;"
des

des revues euh spécialisées des des petits recueils de mots-croisés
";par semaine par jour ou ?
891;"
là non 


";est-ce que vous pensez qu'il soit utile que les enfants apprennent le latin à l'école ?
892;"
c'est c'est certainement une bonne base

certainement

";et que pensez-vous du franglais ?
893;"
franglais

il y a suffisamment de mots
qui savent expli- qui peuvent exprimer ce qu'ils veulent dire en français

sans encore ajouter des

du franglais

";vous êtes contre alors ?
894;"
pourquoi êtes-vous contre euh vous avez dit il y a suffisamment de mots

mais

";comment les prononcer ces mots ?
895;"



";appartenant à des milieux sociaux différents ?
896;"
oui certainement

";et ces différences sont-elles très grandes ou grandes ou ?
897;"
hum

elles sont grandes

";et en quoi consistent-elles surtout ?
898;"
ça me choque

";et selon vous les gens parlent-ils de mieux en mieux ou de plus en plus mal ?
899;"
les jeunes
";vous connaissez l'argot ?
900;"



";quelle est la profession de de la personne qui parle le mieux le français ?
901;"
hm hm

";y a-t-il en France un organisme qui décide si un mot ou une expression fait partie ou non du bon Français ?
902;"
ben je pense que c'est l'Académie Française
";et est-ce que vous croyez que c'est très utile ou utile ou ?
903;"
si c'est tout de même utile
à ce moment-là où irait le français

";c'est utile ?
904;"
hm hm

";et est-ce qu'il faudrait obliger les journalistes les speakers de la télévision de la radio à employer un bon français ?
905;"
ah oui

";c'est très important ?
906;"
ah c'est très important
";pourquoi madame ?
907;"
hm hm hm

";et aujourd'hui à votre avis est-ce que la langue française est-elle enseignée aussi bien ou mieux ou moins bien que du temps où vous étiez vous-même à l'école ?
908;"
hm

";et ce euh comment l'expliquez-vous ?
909;"
des dictées d'auteurs euh 

qui ne sont pas des modernes

donc
qui sont écrites en bon français

on leur fait faire des rédactions

on leur corrige leur exposé

";quand vous étiez élève ?
910;"
oh dire que c'est mieux non je ne pense pas
ouais

";alors c'était mieux ?
911;"
hm hm

";et dans quelles matières étiez-vous le plus fort à l'école ?
912;"
mathématiques

";habituellement avez-vous quelque chose pour écrire sur vous ou ?
913;"
je

je note beaucoup de choses pour me souvenir parce que
";un agenda ou ?
914;"
oui un petit agenda
";et quel instrument ?
915;"
stylo plume

";vous possédez un stylo à plume alors ?
916;"
j'en ai même trois
";et quand l'avez-vous possédé pour la première fois le stylo à plume ?
917;"
il y a très longtemps

j'avais dix ans

";et quand l'avez-vous écrit pour la dernière fois ?
918;"
cet après-midi

";c'était pour quoi ?
919;"
des documents

";avez-vous é- be- besoin d'écrire pour votre travail ?
920;"
des chiffres

";et est-il important selon vous d'avoir une belle écriture ?
921;"
ah oui

";très important ?
922;"
bon
";et est-il important selon vous d'avoir euh de l'orthographe ?
923;"
ah oui

";très important ?
924;"
pourquoi ?

";où irait le français si le français n'avait pas d'orthographe ?
925;"
hm hm

";et seriez-vous favorable à une réforme de l'orthographe ?
926;"
hm hm

";et qui de vous ou c'est-à-dire vous ou votre mari écrit habituellement à aux amis communs ?
927;"
c'est moi

";et à la famille de votre mari ?
928;"
c'est moi

";et à la euh votre famille ?
929;"
à tout point de vue euh

pour euh les imprimer 
pour euh

les métrages euh

je sais pas hein

il écrit dans son travail mais pour ce qui concerne la maison c'est toujours moi

";et qui remplit les papiers administratifs ?
930;"
l'un ou l'autre

suivant le temps dont nous disposons

";possède le meilleur orthographe ?
931;"
c'est équitable

";et la plus belle écriture ?
932;"
je crois que c'est moi


";et qui parle dans le meilleur français ?
933;"
je ne pense pas me surestimer
";et qui écrit dans le meilleur français ?
934;"
je n'écris pas euh
";et hors travail ?
935;"
hm hm

";et conservez-vous les lettres personnelles qu'on vous envoie ?
936;"
euh souvent

";lesquelles ?
937;"
des lettres euh
ou des personnes de ma famille qui me sont chères aussi bien de ma famille propre que de la famille de mon mari

des lettres


";et combien en possédez-vous environ ?
938;"
et combien en possédez-vous environ ?

";de lettres ?
939;"
ah oui

";faites-vous un brouillon ?
940;"
ah jamais

";faites-vous attention aux fautes d'orthographe ?
941;"
hum

oui mais

je me surestime peut-être mais je ne pense pas
";est-ce que vous relisez ?
942;"
si j'ai le temps oui

je ne fais pas tellement attention



";et avec quoi écrivez-vous ?
943;"
avec un stylo à plume
";et quel type de papier utilisez-vous ?
944;"
oh du papier que j'achète
en librairie papier courant

papier euh
non rayé papier blanc
";à carreaux ou ?
945;"
papier vierge

";et quand vous devez écrire hum aux professeurs à l'école de de de vos enfants est-ce que vous feriez la même chose c'est-à-dire ce que vous faites un brouillon ?
946;"
hum non j'ai écrit cet après-midi à la directrice euh
de l'établissement où est mon fils je n'ai pas fait de brouillon
";et sur le même papier ?
947;"
ou pour écrire à des supérieurs j'écris toujours sur du papier grand format
";ah bon et pour une lettre officielle ?
948;"
hum je prends une feuille double

";et vous faites un brouillon ?
949;"
je vous en prie
";y a-t-il des choses qui vous agacent dans la façon de parler de votre mari ?
950;"
non

";dans la façon dont vous parlez ?
951;"
il me l'a jamais dit

";quelques f- ?
952;"
il me l'a jamais dit

";et euh vous ?
953;"
non

";y a-t-il des choses qui vous agacent dans la façon de parler de vos enfants ?
954;"
peu correctes

";par exemple ?
955;"
ils parlent euh
souvent mal français mauvais français

puis ils emploient souvent des mots argots
";et vous arrive-t-il de les reprendre ?
956;"
oui souvent

";qui les reprend le plus souvent vous ou votre mari ?
957;"
quand ce n'est pas un c'est l'autre

";y a-t-il des mots que vous interdisez de prononcer à vos enfants ?
958;"
oui

";vous s'ils les prononcent ?
959;"
hm hm

";euh faisaient-ils attention à la façon dont vous parliez ?
960;"
oh oui

";et qui vous reprenait le plus souvent votre père votre m- ?
961;"
mais ma mère me reprenait très souvent

";et pour quel genre de choses surtout ?
962;"
de notre de notre façon de parler de construire mes phrases

";et prenait-elle des sanctions quelques fois ?
963;"

";qu'est-ce qu'il y a ? vous avez des défauts dans le
964;"

";dans l'instrumentation ?
965;"
or ce dont il s'agit





 pardon

c'est une ville charmante que vous habitez 

";où ? ici ?
966;"
oui
";ici vous trouvez ?
967;"

mais enfin du moment qu'il y a du soleil c'est
c'est encourageant
";vous êtes à Orléans depuis toujours ou ?
968;"
oui
";trop de monde voyez-vous ?
969;"
oui pas trop mal
pas trop mal

";une région équilibrée ?
970;"

ben une région équilibrée c'est une c'est une région qui est équi- équilibrée sur le plan sur le plan température
y a d'abord la question de la température

c'est pas c'est pas une région qui au point de vue euh température est rigoureuse ni dans un sens ni dans l'autre

et en plus de ça c'est une région qui qui est équilibrée en ce sens qu'elle est
euh qu'elle est douce que ses paysages ne n'y sont pas euh brutaux

euh 

que que le Val-de-Loire a a un relief qui est qui est un relief euh 
euh 

médiocre
certes mais enfin plaisant à regarder

et en plus de ça je crois et alors ça ça je ne le savais pas je savais pas en arrivant ici

je crois que les gens aussi y sont très équilibrés

les gens sont finalement euh 

agréables à fréquenter

ils ne sont pas excessifs

euh dans aucune de leurs manières d'être
j'ai j'ai l'impression après euh six années de d'existence ici

";alors en somme euh vous vous plaisez à Orléans ?
971;"

oui

oui

oui

c'est une région qui pour moi présente de multiples avantages
et la proximité quand même euh du centre culturel important qui est Paris

et puis ma foi euh j'y travaille euh 

parfois plus que je ne voudrais y travailler alors je n'ai guère de loisirs
et je n'ai pas tellement le l'occasion de me poser la question de savoir si je m'y plais vraiment ou si je m'y plais pas vraiment

";projeter de rester à Orléans ?
972;"
hein
hm hm
";que je sois obligé de déménager vous comprenez ?
973;"
je crois que ça c'est c'est des supputations qui
euh qui ne se posent pas
hein

";alors vous êtes euh médecin euh ophtalmologue ?
974;"
oui
";n'est-ce pas ?
975;"
euh on peut également euh si on le veut mais enfin ceci ne peut pas se pratiquer
euh demander des honoraires supérieurs lorsque la situation de fortune du malade

est 
est une situation aisée
mais ceci me paraît extrêmement difficile à appliquer enfin quant à moi je ne le pratique pas
";enfin pour un cas extrême par exemple du moment que Onassis viendrait amarrer dans la Loire ?
976;"
oui

";de devenir médecin ?
977;"

non
non je 

c'est peut-être une histoire un peu curieuse
je pense que le des rai- les raisons profondes que je n'- j'ai débrouillées au bout de 
d'assez longues années finalement

je voulais être officier de marine

et comme je suis myope je suis pas horriblement myope mais enfin je suis myope suffisamment pour que
on m'ait refusé au concours de l'Ecole Navale que je n'ai pas présenté parce que je savais que j'étais myope

et j'ai fait ma médecine parce que mon grand-père maternel était médecin
que il y a pas mal de médecins dans ma famille

qu'un de mes cousins que j'aimais beaucoup

m'a traîné dans sa vieille Rosengart sur les les chemins euh 

euh de pavés du département du Nord voir un malade voir l'autre et que finalement ça m'a paru être un

un métier qui comportait euh des contacts humains enrichissants et ça m'a tenté

et puis alors ma spécialisation d'ophtalmologie je vous dis que c'était peut-être une revanche contre l'impossibilité de
faire la Marine c'est possible

et puis en fait c'est une euh

c'est une spécialité qui est assez équilibrée parce que elle permet de

de connaître pas mal de choses qui touchent à la médecine générale

euh elle permet des satisfactions opératoires qui sont qui ne sont pas désagréables

et euh 
un domaine propre qui est précis euh qui est euh 

euh vraiment très objectif où on peut examiner le malade euh d'une façon rigoureuse voyez-vous

c'est en ça que je j'aime mon métier

";est-ce que dans votre profession il y a beaucoup de femmes qui exercent ?
978;"
oui

oui
";est-ce que vous voyez une explication à cela ?
979;"
hm oui

c'est d'ailleurs une chose frappante pour un Anglais qui vient en France la proportion des femmes mariées qui travaillent
";et vous trouvez qu'elle est beaucoup plus importante en France qu'en Angleterre ?
980;"
euh

";sur le plan personnel euh est-ce que vous êtes marié ?
981;"
oui je suis marié
";est-ce que votre femme ?
982;"
non
";professionnelle ?
983;"
professionnelle ?
";être associé avec quelqu'un ?
984;"
ou plutôt non non une association qui euh 

qui englobe euh
tous les membres de votre profession
";ah oui vous parlez vous voulez parler sur le plan syndical ?
985;"
oui bé ici il y a un il y a un syndicat il y a une syndicat euh département des des médecins du Loiret si vous voulez

qui qui défend les les intérêts des des médecins
euh sur le plan euh départemental euh

euh vis-à-vis par exemple des 
des contributions directes euh
et sur le plan national sur euh pour euh revendiquer sur le 
le statut que nous pouvons avoir vis-à-vis de la Sécurité Sociale sur le plan de nos honoraires et cetera

";est-ce que vous-même vous jouez un rôle actif ?
986;"
non

";il y a une raison pour cela ?
987;"
oui

";à un autre sujet ?
988;"
oui
";et pourtant il doit vous arriver d'avoir un peu de temps libre ?
989;"
oui
";vous avez des intérêts particuliers pour ces temps libres ?
990;"

";est-ce que je peux vous demander euh comment vous avez passé dimanche dernier ?
991;"
chez qui on peut tomber à n'importe quel moment

qui ont des qu- des qualités d'accueil exceptionnelles

";et est-ce que vous avez des projets pour les vacances d'été ?
992;"
 euhm 

";vous vous allez pas être publiés cette histoire non ?
993;"

enfin ça dépend
euh

";vous avez une voiture évidemment ?
994;"
euh

";quel modèle qu'est-ce que vous avez comme voiture ?
995;"
oui

";pourquoi est-ce que vous avez choisi ces modèles ?
996;"
pourquoi est-ce que vous avez choisi ces modèles ?
";pourquoi j'ai acheté une quatre cent quatre à injection ?
997;"
euh
oui
";est-ce qu'ils sont à l'école ?
998;"

l'aîné a 

neuf ans bientôt dix

la seconde va avoir huit ans au mois de juillet elle a donc sept ans
le troisième
va avoir six ans au mois de juin

et le dernier a

quinze mois

";ce sont des garçons ou des filles ?
999;"
ambigu


";vous comprenez ?
1000;"
Cyril c'est un nom de c'est garçon ça
";ah c'est un garçon ?
1001;"
oui
";à votre avis il y a une matière ou une chose qu'il faudrait avant tout apprendre à l'enfant à l'école ?
1002;"
oui
";est-ce que vous voyez des priorités là-dedans ?
1003;"
peut-être

";ou dans le mauvais sens ?
1004;"
j'en vois pas tellement j'ai l'impression que c'est c'est l'enseignement euh vraiment euh 

qui est l'enseignement de 

de tout temps qui existait il y a vingt ans en tout cas

euh il y a une chose

c'est que
les instituteurs se sont se sont un peu se sont un peu modifiés par qu'ils parce qu'ils ne se recrutent plus
dans les mêmes classes de la de la société
et que l'on voit par exemple en France beaucoup de de jeunes bacheliers qui ne sachant pas trop quoi faire

euh 

ou bien n'ayant pas les possibilités intellectuelles ou matérielles

euh d'aller beaucoup plus loin
euh sont instituteurs alors ils ne sont pas animés de la même foi enseignante

que les les vieux enseignants que moi j'ai connus et qui avaient vraiment un

un dynamisme euh extraordinaire

mais euh mes enfants ont eu de la chance presque tous de tomber sur des des vieux instituteurs

et finalement je trouve qu'il n'y a pas tellement de changements

dans ce qu'ils dans la façon dont ils apprennent
il y a toutefois une vous parliez de matières qui devraient être enseignées

il y a toutefois un un aspect qui à mon sens est un peu scandaleux
dans l'enseignement primaire français c'est l'absence totale de sport

alors vraiment tout à fait totale

et euh 

mon gamin l'aîné

allait faire du football

en bas de la rue des Charretiers

sur l'initiative personnelle de son son instituteur

eh bien il est obligé d'amener le ball- son ballon

parce qu'il y avait pas de ballon à l'école primaire pour euh jouer au football

alors je lui dis une fois non c'est parce que tu veux montrer ton ballon à tes petits copains tu comprends il y a bien à l'école un ballon

ah il m'a dit papa je te jure vraiment avec les accents de la sincérité il y a pas de ballon il faut que quelqu'un amène le ballon sinon on pourra pas jouer

ça c'est un aspect qui est complètement né- complètement négligé il y a absolument pas de

de sport dans les écoles primaires




";est-ce que ça existe côté secondaire ?
1005;"
oui
";à votre avis il y a des facteurs en jeu qui sont plus importants que d'autres ?
1006;"

est-ce que 

à votre avis il y a des facteurs en jeu qui sont plus importants que d'autres ?
";c'est pas Churchill qui disait que l'intelligence court les rues et que le caractère est moins commun ?
1007;"
ah bah je crois que de toute façon l'intelligence est

euh 
c'est pas Churchill qui disait que l'intelligence court les rues et que le caractère est moins commun ?
il me semble bien que c'est Churchill

mais je je partage parfaitement cette opinion je crois que l'intelligence

est une euh une caractéristique relativement peu importante de l'individu

elle est nécessaire mais elle est très très loin d'être suffisante
je crois que le le caractère le dynamisme personnel

sont infiniment plus importants

sont infiniment plus importants
 dans la réussite scolaire d'une part et même dans réussite professionnelle

il y a des gens qui en veulent il y a en a d'autres qui n'en veulent pas

";de traits personnels de traits innés ?
1008;"

je pense pas que ce soit inné enfin

s- il y a eu sûrement une partie innée

et puis il y a une partie euh qui tient euh

bah à la structure familiale dans laquelle le gosse se trouve

qui fait qu'il a envie de qu'il a envie de travailler ou

euh qu'il n'a pas envie de travailler pour rester dans les jupons de sa mère ou qu'est-ce que je sais enfin ça c'est des problèmes qui me dépassent et que

mon épouse vous expliquerait sûrement mieux que moi

";l'âge de fin d'études ?
1009;"
oui

";on fait assez pour les habitants de la ville ?
1010;"


";que ce soit sur le plan social le plan logement culturel ?
1011;"
oui
";tenez voulez-vous une euh une cigarette ?
1012;"
euh
oui
";est-ce que chez vous vous possédez des dictionnaires ?
1013;"

nous sommes en train d'acheter un dictionnaire et c'est ma mère qui me l'offre elle m'a offert le premier tome d'une dictionnaire en trois volumes voyez-vous j'ai un tiers de dictionnaire valable
mais j'ai des petits dictionnaires de poche
";euh le dictionnaire en trois volumes c'est lequel ?
1014;"
c'est le Larousse
";et du côté encyclopédie ?
1015;"

non

enfin si ce n'est des encyclopédies professionnelles mais enfin ça c'est autre chose

";et en général dans votre famille qui est-ce qui se sert le plus souvent du dictionnaire ou des dictionnaires ?
1016;"
 un élément de référence donc c'est le plus souvent lors d'une discussion entre ma femme et moi par exemple ou s'il y a des amis que on se porte vers ce dictionnaire

";vous avez tendance à chercher un genre euh de renseignements plutôt qu'un autre ?
1017;"

";est-ce qu'il s'agit ?
1018;"
oui

";par exemple du genre le Larousse gastronomique ou ?
1019;"
oui

";vous avez des ouvrages sur le français par exemple Grevisse Le Bon Usage ou des ?
1020;"
puis-je vous sug- vous suggérer 
 Dubois
";ah bon je je sais pas non c'est mieux ?
1021;"

 euhm elle est vraiment très
comme 
";Dubois vous dites ?
1022;"


non non non non mais je je me renseignerai de toute façon je me renseignerai


";est-ce que le journal que vous lisez habituellement contient une rubrique sur le langage ?
1023;"
mais

plus rapidement
";et euh cette rubrique sur le langage est-ce que vous la lisez ?
1024;"
oh disons que je la lis à peu près une fois sur trois

";qu'est-ce que vous en pensez ?
1025;"

";est-ce que vous avez le temps de faire des mots-croisés ?
1026;"
est-ce que vous avez le temps de faire des mots-croisés ?
";le temps ou la condition ?
1027;"
ah



un point où nous sommes d'accord
euhm

";et le franglais ?
1028;"
euh 
";est-ce que c'est à nuancer ?
1029;"
bien
";euh est-ce que vous trouvez qu'il y a des différences euh entre les façons de parler selon le milieu social ?
1030;"
sûrement

";des différences importantes ?
1031;"
hm oui

";on parle de mieux en mieux ou de plus en plus mal ou est-ce que c'est chan- sans changement ?
1032;"
hm oui

"; exceptionnelle ?
1033;"

oui

";je peux vous demander la profession de cette personne ?
1034;"
oui
";est-ce que il y a des cas auxquels vous pouvez penser ?
1035;"
oui
";est-ce que il y a d'autres personnes qui distinguent qui se distinguent par leur façon de parler parmi les gens que vous ne connaissez pas mais que vous entendez ?
1036;"
oui
";peut-être à la radio ?
1037;"
et pour le contrôle mettons des innovations

à votre avis est-ce qu'il y a un organisme
"; les autres ?
1038;"

est-ce que vous seriez favorable à un contrôle

";du français ?
1039;"
il est i- il n'est il n'est pas possible il est inopérant
";mais par exemple dans des cas précis par exemple euh le français employé par les speakers de la télévision ?
1040;"
ça je crois que c'est important je crois que euh 
l- dans les moyens d'information nationalisés

il y a indiscutablement une euh une responsabilité des des pouvoirs publics euh

de 

de réprimander

de réprimander les 
les speakers de la télévision

euh qui qui parlent un français incorrect

";et vous-même quand vous étiez à l'école euh dans quelle matière étiez-vous le plus fort ?
1041;"
ah oui ?

ça change

le nombre de témoins qui dit automatiquement le français

";est-ce que d'habitude vous avez quelque chose pour écrire sur vous ?
1042;"
toujours
euh quoi ?
";vous mettez une note ?
1043;"
stylo à bille

";vous possédez un stylo à encre euh ?
1044;"
hm hm

";est-ce que vous devez écrire beaucoup pour votre profession ?
1045;"
oui

";et en dehors de votre travail ?
1046;"

";vous les conservez ?
1047;"

";est-ce euh d'hab- d'habitude euh vous avez sans doute euh un bloc un carnet quelque chose comme ça pour écrire ?
1048;"
oui
";euh quoi exactement ?
1049;"
oui
";c'est un carnet un agenda ?
1050;"
oui
";est-ce que d'habitude vous faites un brouillon ?
1051;"
jamais
";est-ce que vous relisez ?
1052;"
toujours

";est-ce que vous avez des préférences côté papier ?
1053;"
oui

et par exemple euh couleur

";de l'encre ?
1054;"
ah oui

";est-ce qu'il vous arrive parfois d'utiliser du papier à carreaux ?
1055;"
hein ?

";euhm vos parents ont continué leurs études jusqu'à quel âge ?
1056;"
marchand de chaussures
";et votre mère ?
1057;"



";et euh vos grand-pères ?
1058;"



";est-ce que vous pouvez au moins me dire leurs professions ?
1059;"

ah bah mon grand-père vendait des chaussures
";côté paternel ?
1060;"
et vos enfants j'ai des renseignements pour l'âge
ils font leurs leurs é-
";à l'école d'Etat ?
1061;"
publique

et euhm

";est-ce qu'il y a des membres de votre famille qui ont fait du latin ?
1062;"
oui enfin

c'est déjà bien

et vous-même euh

";vous avez fait vos études primaires à Amiens ?
1063;"
ah oui ils sont

";positifs ou ?
1064;"
par rapport à l'enseignement dont j'avais de j'avais bénéficié et avant et après
";et l'enseignement secondaire ?
1065;"
également
oui


";toujours à Amiens ?
1066;"
oui à Amiens puis dans la banlieue parisienne
";et euh l'enseignement supérieur ?
1067;"
oui

quelques questions et puis on

 sera fini je vous le promets
sur euh les poursuites culturelles
ça j'y tiens parce que je crois que vous en avez qui sont très développées
";euh est-ce que vous écoutez la radio ?
1068;"

oui
";euhm quel genre d'émissions surtout ?
1069;"
oui

";la télévision ?
1070;"
oui

peu

";encore une fois des des émissions préférées ?
1071;"
euh

encore une fois des des émissions préférées ?
";quel genre euh d'émissions ?
1072;"
oui pas très souvent
pas très souvent
";les préférences ?
1073;"

encore une fois la même question 


euh

les préférences ?
";dans quel euh sens ?
1074;"

dans quel euh sens ?
";de préférence quel genre de film ?
1075;"

";à votre avis est-ce que ces ces médias la radio le cinéma la télévision peuvent être des du comment dirais-je ? des instruments de culture ?
1076;"

";est-ce que vous vous faites de la photo ?
1077;"
beaucoup même
";et quel genre ?
1078;"

bah des photos de de mes gosses

euh des photos de paysages euh

";les photos qu'il y a dans votre salle d'attente ?
1079;"
euh non je peux passer à la maison oui oui
oui

";vous en faites ?
1080;"
non
";et est-ce que vous des peintres euh ou des écoles qui vous touchent par- particulièrement ?
1081;"

oui
hm hm
";je peux vous demander ?
1082;"
je peux vous demander ?
pourquoi
";vous voulez des noms ?
1083;"
oui
encore une fois
";est-ce que vous-même vous faites de la musique ?
1084;"
non
";vous avez voulu ?
1085;"
oui c'est ça comme tout le monde
oui
enfin ça n'avait pas été très loin
";est-ce que vous a- vous avez des compositeurs préférés ?
1086;"

";et le théâtre ?
1087;"

oui

enfin ça fait fait bien bien longtemps que j'ai pas été au théâtre

mais enfin j'aime bien le théâtre

";moderne expérimental ?
1088;"
du côté classique du côté 

moderne expérimental ?
";quelle était cette pièce que j'ai vu ? cette pièce euh oui et
1089;"

d'autres euh 

d'autres journaux 


";que je reçois ?
1090;"
oui oui
";ah qu- auquel je suis abonné ou que j'achète ?
1091;"
ah qu- auquel je suis abonné ou que j'achète ?

le Nouvel Observateur et le Canard Enchaîné

";et vous lisez vous lisez surtout l'histoire ?
1092;"
oui

";et de pendant ?
1093;"
est-ce qu'il y a 
oui
";un parti politique qui corresponde à vos opinions ?
1094;"
non

et ça c'est sans 


";est-ce que je peux vous demander où vous vous placez politiquement ?
1095;"
bien

est-ce que je peux vous demander où vous vous placez politiquement ?
";oui mais c'est vous ferez état de cette euh de cette réponse ou pas ?
1096;"
voilà
";n'est-ce pas ?
1097;"

eh bien

euh hum
";alors monsieur NPERS depuis quand habitez-vous à Orléans ?
1098;"
oui

";et alors c'est pas la peine peut-être de vous demander ce qui vous a amené à vivre à Orléans ?
1099;"
oui

oui

";et vous vous plaisez à Orléans ?
1100;"

je l'aime particulièrement même je l'aime et

";oui pourquoi ?
1101;"
je suis attiré 
oui
";comprenez ?
1102;"
oui oui oui

oui
";comprenez ?
1103;"
encore maintenant oui

";est-ce que vous pouvez me dire euh en quoi ça consistait le tour de France ?
1104;"
oui

";comprenez-vous ?
1105;"
je m'ennuyais de mon clocher quoi

";et vous comptez rester à Orléans ?
1106;"
oui 


";et alors qu'est-ce que vous faites exactement comme travail en ce moment ?
1107;"
oui
";en quoi est-ce que ça consiste exactement ?
1108;"
eh bien je vais vous dire euh 
";comment vous voyez ça ?
1109;"
oui
oui
";comprenez ?
1110;"
oui
oui
";comprenez ?
1111;"
oui
";n'est-ce pas ?
1112;"
oui

";comprenez-vous ?
1113;"
vous avez
oui
";voyez ce que je veux dire ?
1114;"
oui
oui

";comprenez ?
1115;"
oui
oui
";comprenez ?
1116;"
oui
oui
oui

";comprenez-vous ?
1117;"
oui
oui
oui

";n'est-ce pas ?
1118;"
mais pour moi le contact avec la clientèle

compte autant que le reste vous 
";comprenez ? 
1119;"
oui

";qu'est-ce que je pourrais vous expliquer d'autre ?
1120;"
hum hum

";comprenez ? 
1121;"
oui

";n'est-ce pas ?
1122;"
oui

";n'est-ce pas ?
1123;"
oui 
";comprenez ?
1124;"
n'est-ce pas ça s'appelle les approches
par euh par les approches

euh par des signes

ce veau-là devait tomber blanc
il tombe rouge

pourquoi ?

il y a trente ans que j'achète

j'en sais qu- j'en connais pas la raison
voyez ça aussi c'est un attrait
";vous voyez ? 
1125;"
une déception 
mais enfin
quand ça tombe bien et à quatre-vingt pour cent ça tombe
en fonction des connaissances qu'on a acquises quand même 
";comprenez-vous ?
1126;"
oui oui oui

";oui qu'est-ce que je pourrais vous citer d'autre ?
1127;"
oui oui oui

";n'est-ce pas ?
1128;"
oui oui oui

";comprenez ?
1129;"
oui
oui
";n'est-ce pas ? 
1130;"
c'est c'est c'est pas le le le

la jouissance euh de tuer

";comprenez-vous ?
1131;"
oui oui
";comprenez ?
1132;"
ce qui vous plaît euh est-ce qu'il y a des choses qui vous déplaisent
dans le métier

par rapport disons à 
";d'autres métiers ?
1133;"
et si par hasard euh vous n'aviez pas fait ce métier-là est-ce qu'il y en a un autre 
";que vous auriez aimé faire ?
1134;"
oui

";comprenez ?
1135;"
aujourd'hui euh 
oui
";personnellement euh êtes-vous pour ou contre ?
1136;"
avis n'est-ce pas sur

euh

";qu'est-ce que vous faites de votre temps libre monsieur NPERS ?
1137;"
oui

";comprenez ?
1138;"
oui
";comprenez ?
1139;"
voilà

";et de vos soirées ?
1140;"
et de vos soirées ?
qu'est-ce que vous 
";faites le le soir ? 
1141;"
c'est à peu près tout oui je vois pas d'autres choses à vous dire
";qu'est-ce que vous avez fait par exemple euh dimanche dernier ?
1142;"
et 

";pendant vos prochaines vacances d'été qu'est-ce que vous comptez faire ?
1143;"
oui
";comprenez ?
1144;"
est-ce qu'il y a une grande différence entre le chevalin et le boucher ordinaire euh parce que ça c'est
";comme travail ?
1145;"
non euh y a beaucoup plus de 

détails si vous voulez de plus petits morceaux dans le cheval il faut

il faut dénerver davantage

euh pratiquement euh

à soixante pour cent soixante-cinq pour cent le cheval est vendu

soit en bifteck soixante-dix pour cent même

en bifteck ou en haché

";comprenez ?
1146;"
puisque 

c'est du cheval 

";qu'est-ce que vous feriez de ce temps temps libre ?
1147;"
la lecture

";euh surtout aux enfants à l'école ?
1148;"
euh à votre avis qu'est-ce qu'on devrait apprendre euh aux enfants

euh surtout aux enfants à l'école ?
";évidemment c'est mon avis que vous me demandez hein ?
1149;"
oui oui
";n'est-ce pas ?
1150;"
oui oui oui
";comprenez-vous ?
1151;"
oui oui
oui
";comprenez-vous ?
1152;"
oui oui

hum

";et qu'est-ce que vous pensez du latin à l'école ?
1153;"
oui oui oui

et 

";dans quelles matières aimeriez-vous que vos vos enfants aient été forts à l'école ?
1154;"
assez facilement oui

";qu'est-ce qui fait d'après vous que les enfants réussissent ou ne réussissent pas à l'école ?
1155;"
oh là

";oui où est-ce qu'on en était ?
1156;"
je vous demandai
";qu'est-ce qui fait qu'ils réussissent ?
1157;"
alors d'après vous euh jusqu'à quel âge est-ce qu'il faut que les 
";enfants euh fassent des études ?
1158;"
oui

";comprenez-vous ?
1159;"
questions

";et pour vous d'après vous ce serait la même chose pour les garçons et pour les filles ?
1160;"
garçons

alors je peux que juger qu'à travers de mes fils

";comprenez-vous ?
1161;"
oui oui
";vous comprenez ?
1162;"
oui pour les filles euh 
";et pour les garçons ?
1163;"
est-ce que 
oui
";d'après vous on fait assez pour les habitants à Orléans ?
1164;"
oui oui
";n'est-ce pas ?
1165;"
oui
";n'est-ce pas ?
1166;"
euh évidemment y a des lacunes mais enfin

non moi euh

euh y a des erreurs hein pour moi

pour moi y a des erreurs

";n'est-ce pas ?
1167;"
oui

";n'est-ce pas ?
1168;"
oui
";comprenez-vous ?
1169;"
oui
";c'est léger hein ?
1170;"
oui
";comprenez ?
1171;"
qu'est-ce que 
oui
";cela représenterait exactement pour vous ?
